Movie Names,Certificate,Duration,Genre,Rating,Years,Director,Actors,Gross,Votes
Cobra,None,183,"Action, Crime, Thriller",6.3,2022,R. Ajay Gnanamuthu,"Vikram, Irfan Pathan, Srinidhi Shetty, K.S. Ravikumar",,"8,233"
The Ghost,None,138,"Action, Thriller",6.9,2022,Praveen Sattaru,"Nagarjuna Akkineni, Manish Chaudhari, Sonal Chauhan, Keith Dallison",,816
Lucifer,Not Rated,175,"Action, Crime, Drama",7.5,2019,Prithviraj Sukumaran,"Mohanlal, Vivek Oberoi, Manju Warrier, Tovino Thomas",,"10,972"
Hush Hush,None,44,Drama,5.2,2022,,"Juhi Chawla, Soha Ali Khan, Kritika Kamra, Chaitannya Choudhry",,690
K.G.F: Chapter 2,Not Rated,168,"Action, Crime, Drama",8.4,2022,Prashanth Neel,"Yash, Sanjay Dutt, Raveena Tandon, Srinidhi Shetty",,"127,179"
Saakini Daakini,None,118,"Action, Comedy",6.1,2022,Sudheer Varma,"Regina Cassandra, Nivetha Thomas, Rajiv Kumar Aneja, Johnson D M",,514
Eesho,None,107,Thriller,7.9,2022,Nadirsha,"Jayasurya, Namitha Pramod, Jaffer Idukki, Suresh Krishna",,"1,543"
Major,None,150,"Action, Biography, Drama",8.2,2022,Sashi Kiran Tikka,"Adivi Sesh, Prakash Raj, Revathi, Saiee Manjrekar",,"26,475"
Tumbbad,Not Rated,104,"Drama, Fantasy, Horror",8.2,2018,"Rahi Anil Barve, 
Anand Gandhi, 
Adesh Prasad","Sohum Shah, Jyoti Malshe, Anita Date-Kelkar, Ronjini Chakraborty",,"46,573"
Baahubali 2: The Conclusion,Not Rated,167,"Action, Drama",8.2,2017,S.S. Rajamouli,"Prabhas, Rana Daggubati, Anushka Shetty, Tamannaah Bhatia",$20.19M,"100,417"
Ra.One,Not Rated,156,"Action, Adventure, Sci-Fi",4.7,2011,"Anubhav Sinha, 
Bazin Bs","Shah Rukh Khan, Arjun Rampal, Kareena Kapoor, Shahana Goswami",$2.51M,"42,808"
Rorschach,None,150,"Action, Thriller",8.1,2022,Nissam Basheer,"Mammootty, Grace Antony, Asif Ali, Jagadish",,"1,667"
Ramayana: The Legend of Prince Rama,PG,97,"Animation, Action, Adventure",9.2,1993,"Ram Mohan, 
Yûgô Sakô, 
Koichi Saski","Bryan Cranston, Arun Govil, Nikhil Kapoor, Edie Mirman",,"6,367"
Criminal Justice,None,50,"Crime, Drama, Mystery",8.1,2019,,"Vikrant Massey, Pankaj Tripathi, Rucha Inamdar, Jagat Rawat",,"16,761"
Sacred Games,TV-MA,50,"Action, Crime, Drama",8.5,2018,,"Saif Ali Khan, Nawazuddin Siddiqui, Neeraj Kabi, Elnaaz Norouzi",,"87,704"
Mirzapur,TV-MA,60,"Action, Crime, Drama",8.5,2018,,"Pankaj Tripathi, Ali Fazal, Shweta Tripathi, Rasika Dugal",,"71,646"
Kota Factory,TV-14,45,"Comedy, Drama",9.1,2019,,"Mayur More, Jitendra Kumar, Ranjan Raj, Alam Khan",,"71,551"
She,TV-MA,,"Crime, Drama",6.4,2020,,"Aditi Sudhir Pohankar, Vishwas Kini, Shivani Rangole, Dawood Khan",,"5,468"
Liger,None,140,"Action, Drama, Romance",3.1,2022,Puri Jagannadh,"Mike Tyson, Ananya Panday, Vijay Deverakonda, Ramya Krishnan",,"44,624"
Oru Thekkan Thallu Case,None,152,"Action, Comedy, Drama",6.8,2022,Sreejith N.,"Biju Menon, Padmapriya, Roshan Mathew, Nimisha Sajayan",,776
Runway 34,None,145,"Drama, Thriller",7.1,2022,Ajay Devgn,"Ajay Devgn, Amitabh Bachchan, Rakul Preet Singh, Boman Irani",,"26,525"
Natchathiram Nagargirathu,None,170,"Drama, Romance",7.3,2022,Pa. Ranjith,"Kalaiarasan Harikrishnan, Kalidas Jayaram, Sindhujaavijii, Dushara Vijayan",,"1,189"
College Romance,TV-MA,30,"Comedy, Drama, Romance",8.4,2018,,"Apoorva Arora, Keshav Sadhna, Gagan Arora, Shreya Mehta",,"26,826"
Cuttputli,None,120,"Crime, Mystery, Thriller",5.9,2022,Ranjit Tewari,"Akshay Kumar, Rakul Preet Singh, Sargun Mehta, Chandrachur Singh",,"18,174"
Scam 1992: The Harshad Mehta Story,TV-14,54,"Biography, Crime, Drama",9.3,2020,,"Pratik Gandhi, Shreya Dhanwanthary, Hemant Kher, Anjali Barot",,"143,226"
Maharani,None,43,Drama,7.9,2021,,"Huma Qureshi, Sohum Shah, Kani Kusruti, Amit Sial",,"8,040"
Tanhaji: The Unsung Warrior,Not Rated,135,"Action, Biography, Drama",7.5,2020,Om Raut,"Ajay Devgn, Saif Ali Khan, Sharad Kelkar, Kajol",,"31,984"
Pushpa: The Rise - Part 1,None,179,"Action, Adventure, Crime",7.6,2021,Sukumar,"Allu Arjun, Fahadh Faasil, Rashmika Mandanna, Dhananjaya",,"72,895"
Kaithi,Not Rated,145,"Action, Adventure, Crime",8.5,2019,Lokesh Kanagaraj,"Karthi, Narain, Arjun Das, George Maryan",,"31,108"
Babe Bhangra Paunde Ne,None,145,Comedy,7.4,2022,Amarjit Singh Saron,"Sohail Ahmed, Gurpreet Bhangu, Devinder Dillon, Diljit Dosanjh",,321
Gangubai Kathiawadi,TV-MA,152,"Biography, Crime, Drama",7.0,2022,Sanjay Leela Bhansali,"Alia Bhatt, Shantanu Maheshwari, Vijay Raaz, Indira Tiwari",,"54,784"
Behind Someone,None,89,"Crime, Thriller",8.2,2022,Ajay Nali,"Raaj Suriyan, Niviksha Naidu, Suman, Ravi Babu",,"3,289"
Jai Bhim,TV-MA,164,"Crime, Drama, Mystery",8.9,2021,T.J. Gnanavel,"Suriya, Lijo Mol Jose, Manikandan K., Rajisha Vijayan",,"199,298"
Ek Villain Returns,None,129,"Action, Romance, Thriller",4.6,2022,Mohit Suri,"John Abraham, Disha Patani, Arjun Kapoor, Tara Sutaria",,"14,120"
Shamshera,None,178,"Action, Adventure, Drama",4.9,2022,Karan Malhotra,"Ranbir Kapoor, Sanjay Dutt, Vaani Kapoor, Saurabh Shukla",,"54,960"
Raatchasan,Not Rated,170,"Crime, Drama, Mystery",8.3,2018,Ram Kumar,"Vishnu Vishal, Amala Paul, Radha Ravi, Sangili Murugan",,"44,051"
Theerppu,None,156,"Drama, Thriller",5.6,2022,Rathish Ambat,"Prithviraj Sukumaran, Indrajith Sukumaran, Isha Talwar, Vijay Babu",,575
Vendhu Thanindhathu Kaadu,None,177,"Action, Crime, Drama",7.8,2022,"Gautham Vasudev Menon, 
Lee Whittaker","Silambarasan Rajendar, Siddhi Idnani, Radhika Sarathkumar, Appukutty",,"4,907"
Darlings,TV-14,133,"Comedy, Drama, Thriller",6.6,2022,Jasmeet K Reen,"Alia Bhatt, Shefali Shah, Vijay Varma, Roshan Mathew",,"17,033"
Drishyam,Not Rated,163,"Crime, Drama, Mystery",8.2,2015,Nishikant Kamat,"Ajay Devgn, Shriya Saran, Tabu, Rajat Kapoor",$0.74M,"81,858"
The Hundred-Foot Journey,PG,122,"Comedy, Drama",7.3,2014,Lasse Hallström,"Helen Mirren, Om Puri, Manish Dayal, Charlotte Le Bon",$54.24M,"83,362"
Paatal Lok,TV-MA,44,"Crime, Drama, Thriller",8.0,2020,,"Jaideep Ahlawat, Neeraj Kabi, Ishwak Singh, Abhishek Banerjee",,"60,022"
Suzhal - The Vortex,None,46,"Crime, Drama, Thriller",8.2,2022,,"Kathir, Aishwarya Rajesh, Shreya Reddy, Parthiban Radhakrishnan",,"7,299"
Garuda Gamana Vrishabha Vahana,None,151,"Crime, Drama, Thriller",8.3,2021,Raj B. Shetty,"Raj B. Shetty, Rishab Shetty, Gopalkrishna Deshpande, Deepak Rai Panaje",,"5,624"
Like Stars on Earth,PG,165,"Drama, Family",8.4,2007,"Aamir Khan, 
Amole Gupte","Darsheel Safary, Aamir Khan, Tisca Chopra, Vipin Sharma",$1.22M,"192,945"
Captain,None,120,"Action, Drama, Sci-Fi",4.5,2022,Shakti Soundar Rajan,"Arya, Aishwarya Lekshmi, Kavya Shetty, Simran",,768
The Turning,PG-13,94,"Drama, Horror, Mystery",3.9,2020,Floria Sigismondi,"Mackenzie Davis, Finn Wolfhard, Brooklynn Prince, Barbara Marten",,"14,418"
Ranga Ranga Vaibhavanga,None,122,"Comedy, Drama, Romance",5.2,2022,Gireesaaya,"Mohammad Ali, Naveen Chandra, Shobhita Rana, Ketika Sharma",,588
Panchayat,TV-14,35,"Comedy, Drama",8.9,2020,,"Jitendra Kumar, Raghuvir Yadav, Chandan Roy, Faisal Malik",,"69,799"
Cadaver,None,123,"Crime, Drama, Mystery",6.5,2022,Anoop Panicker,"Amala Paul, Riythvika Panneerselvam, Munishkanth, Harish Uthaman",,"2,720"
Andhadhun,Not Rated,139,"Comedy, Crime, Music",8.2,2018,Sriram Raghavan,"Tabu, Ayushmann Khurrana, Radhika Apte, Anil Dhawan",$1.37M,"92,725"
K.G.F: Chapter 1,Not Rated,156,"Action, Crime, Drama",8.2,2018,Prashanth Neel,"Yash, Srinidhi Shetty, Ramachandra Raju, Archana Jois",,"84,383"
Karthikeya,None,113,"Mystery, Thriller",7.3,2014,Chandoo Mondeti,"Nikhil Siddharth, Swathi Reddy, Tanikella Bharani, Rao Ramesh",,"5,425"
The Legend of Hanuman,None,25,Animation,9.1,2021,,"Rich Ting, Da Man, Shakti Singh, Sharad Kelkar",,"7,973"
Duranga,None,33,"Crime, Drama, Thriller",7.9,2022,,"Tanuka Laghate, Guru Haryani, Gulshan Devaiah, Drashti Dhami",,"2,087"
PK,Not Rated,153,"Comedy, Drama, Sci-Fi",8.1,2014,Rajkumar Hirani,"Aamir Khan, Anushka Sharma, Sanjay Dutt, Boman Irani",$10.62M,"187,582"
Solomante Theneechakal,None,135,"Romance, Thriller",6.9,2022,Lal Jose,"Manikandan R. Achari, Jose Adhya, Addis Akkara, Vincy Aloshious",,592
Attention Please,None,118,Thriller,8.4,2021,Jithin Issac Thomas,"Vishnu Govindhan, Athira Kallingal, Sreejith, Anand Manmadhan",,"1,338"
Dangal,Not Rated,161,"Action, Biography, Drama",8.3,2016,Nitesh Tiwari,"Aamir Khan, Sakshi Tanwar, Fatima Sana Shaikh, Sanya Malhotra",$12.39M,"190,044"
Jana Gana Mana,None,162,"Crime, Drama",8.3,2022,Dijo Jose Antony,"Prithviraj Sukumaran, Suraj Venjaramoodu, Mamta Mohandas, Mammootty",,"12,179"
Hindutva,None,144,Drama,4.4,2022,Karan Razdan,"Agast Annand, Shiven Basnet, Surmeet Basra, Sonarika Bhadoria",,"2,539"
Nenu C/o Nuvvu,None,,"Drama, Romance",8.2,2022,Saga Reddy Thumma,"Dhanraj, Ratna Kishore, Saga Reddy, Sathya",,"2,003"
Jawan,None,,Action,,2023,Atlee,"Shah Rukh Khan, Vijay Sethupathi, Nayanthara, Sanya Malhotra",,
Gargi,None,140,"Drama, Thriller",8.1,2022,Gautham Ramachandran,"Sai Pallavi, Kaali Venkat, R.S. Shivaji, Kavithalaya Krishnan",,"4,506"
96,Not Rated,158,"Drama, Romance",8.5,2018,"C. Prem Kumar, 
Murali Krishnan","Vijay Sethupathi, Adithya Bhaskar, Trisha Krishnan, Gouri Kishan",,"30,965"
Pathaan,None,146,"Action, Crime, Drama",,2023,Siddharth Anand,"Shah Rukh Khan, Deepika Padukone, John Abraham, Siddhant Ghegadmal",,
Super 30,Not Rated,154,"Biography, Drama",7.9,2019,Vikas Bahl,"Hrithik Roshan, Mrunal Thakur, Nandish Singh Sandhu, Veerendra Saxena",$2.27M,"32,177"
Diary,None,133,"Crime, Drama, Thriller",7.5,2022,Innasi Pandiyan,"Arulnithi, Nakkalites Dhanam, Kishore Kumar G., Jayalakshmi",,"1,513"
NCR Days,None,40,Drama,9.2,2022,,"Nikhil Vijay, Raghvika Kohli, Ambrish Verma, Heer Kaur",,"31,059"
Aa Bhi Ja O Piya,None,102,"Family, Romance",10.0,2022,Rajesh Harivansh Mishra,"Sanjeeb Dasgupta, Pooja Ghosh, Richa Kalra, Smriti Kashyap",,"1,350"
Gangs of Wasseypur,Not Rated,321,"Action, Comedy, Crime",8.2,2012,Anurag Kashyap,"Manoj Bajpayee, Ashish Chhipa, Richa Chadha, Nawazuddin Siddiqui",,"96,081"
Soorarai Pottru,TV-MA,153,Drama,8.7,2020,Sudha Kongara,"Suriya, Paresh Rawal, Achyuth Kumar, Aparna Balamurali",,"115,295"
Zindagi Na Milegi Dobara,Not Rated,155,"Comedy, Drama, Musical",8.2,2011,Zoya Akhtar,"Hrithik Roshan, Farhan Akhtar, Abhay Deol, Katrina Kaif",$3.11M,"78,385"
Drishyam 2,None,,"Crime, Drama, Mystery",,2022,Abhishek Pathak,"Ajay Devgn, Shriya Saran, Tabu, Ishita Dutta",,
Uri: The Surgical Strike,Not Rated,138,"Action, Drama, History",8.2,2019,Aditya Dhar,"Vicky Kaushal, Paresh Rawal, Mohit Raina, Yami Gautam",$4.19M,"63,506"
Sardar Udham,TV-MA,164,"Biography, Crime, Drama",8.4,2021,Shoojit Sircar,"Vicky Kaushal, Shaun Scott, Stephen Hogan, Amol Parashar",,"41,967"
TVF Pitchers,TV-MA,40,"Comedy, Drama",9.1,2015,,"Naveen Kasturia, Arunabh Kumar, Jitendra Kumar, Abhay Mahajan",,"67,305"
Dobaaraa,None,132,"Drama, Fantasy, Mystery",3.1,2022,Anurag Kashyap,"Taapsee Pannu, Pavail Gulati, Himanshi Choudhary, Saswata Chatterjee",,"17,089"
Feels Like Home,None,35,Comedy,8.8,2022,,"Prit Kamani, Anshuman Malhotra, Mihir Ahuja, Vishnu Kaushal",,"10,461"
House of Secrets: The Burari Deaths,TV-MA,135,"Documentary, Crime, History",7.4,2021,,"Manoj Kumar, Naresh Bhatia, Vishal Anand, Mukesh Sengar",,"10,694"
Mastram,None,20,"Comedy, Fantasy",7.2,2020,,"Anshuman Jha, Tara-Alisha Berry, Jagat Rawat, Aakash Dabhade",,"3,163"
Koffee with Karan,TV-14,60,"Comedy, Talk-Show",6.5,2004,,"Karan Johar, Shahid Kapoor, Kareena Kapoor, Shah Rukh Khan",,"4,458"
Badhaai Do,None,147,"Comedy, Crime, Drama",7.0,2022,Harshavardhan Kulkarni,"Rajkummar Rao, Bhumi Pednekar, Chum Darang, Sheeba Chaddha",,"18,075"
Ottu,None,126,Thriller,6.4,2022,Fellini T.P.,"Arvind Swami, Kunchacko Boban, Jackie Shroff, Eesha Rebba",,688
Human,None,45,"Drama, Thriller",8.0,2022,,"Shefali Shah, Kirti Kulhari, Vishal Jethwa, Riddhi Kumar",,"10,481"
Kabhi Khushi Kabhie Gham...,Not Rated,210,"Drama, Musical, Romance",7.4,2001,Karan Johar,"Shah Rukh Khan, Kajol, Amitabh Bachchan, Hrithik Roshan",$2.90M,"50,179"
Thallumaala,None,148,"Action, Comedy, Drama",7.1,2022,Khalid Rahman,"Tovino Thomas, Kalyani Priyadarshan, Shine Tom Chacko, Chemban Vinod Jose",,"4,033"
Anek,None,147,"Action, Drama, Thriller",6.7,2022,Anubhav Sinha,"Ayushmann Khurrana, Andrea Kevichüsa, Arnob Khan Akib, Amir Hossain Ashik",,"21,347"
The Kashmir Files,None,170,Drama,8.3,2022,Vivek Agnihotri,"Mithun Chakraborty, Anupam Kher, Darshan Kumaar, Pallavi Joshi",,"559,122"
Rangasthalam 1985,Not Rated,170,"Action, Drama",8.2,2018,Sukumar,"Ram Charan Teja, Samantha Ruth Prabhu, Aadhi, Jagapathi Babu",$3.51M,"24,762"
The White Tiger,R,125,"Crime, Drama",7.1,2021,Ramin Bahrani,"Adarsh Gourav, Rajkummar Rao, Priyanka Chopra Jonas, Vedant Sinha",,"60,358"
Atithi Bhooto Bhava,None,114,"Comedy, Drama, Romance",6.2,2022,Hardik Gajjar,"Pratik Gandhi, Sharmin Segal, Sunil Shakya, Simran Sharma",,510
HIT,Not Rated,125,"Action, Crime, Drama",7.6,2020,Sailesh Kolanu,"Vishwak Sen, Ruhani Sharma, Murli Sharma, Bhanuchander",,"5,876"
Aarya,None,51,"Crime, Drama, Thriller",7.8,2020,,"Ankur Bhatia, Sushmita Sen, Vikas Kumar, Virti Vaghani",,"14,204"
Bajrangi Bhaijaan,Not Rated,163,"Action, Adventure, Comedy",8.1,2015,Kabir Khan,"Salman Khan, Harshaali Malhotra, Nawazuddin Siddiqui, Kareena Kapoor",$8.18M,"88,151"
Mei Hoom Moosa,None,138,Drama,8.2,2022,Jibu Jacob,"Suresh Gopi, Poonam Bajwa, Johny Antony, Saiju Kurup",,594
Tiger 3,None,,"Action, Drama, Thriller",,2023,Maneesh Sharma,"Emraan Hashmi, Katrina Kaif, Rehan Katrawale, Salman Khan",,
Four More Shots Please,TV-MA,60,"Comedy, Drama, Romance",7.2,2019,,"Sayani Gupta, Kirti Kulhari, Gurbani, Maanvi Gagroo",,"31,083"
Salute,None,145,"Action, Crime, Drama",7.0,2022,Rosshan Andrrews,"Dulquer Salmaan, Manoj K. Jayan, Diana Penty, Sreeja Ajith",,"4,690"
Guilty Minds,TV-14,50,Drama,7.4,2022,,"Shriya Pilgaonkar, Varun Mitra, Namrata Sheth, Sugandha Garg",,"2,322"
Super Deluxe,Not Rated,176,"Comedy, Crime, Drama",8.3,2019,Thiagarajan Kumararaja,"Vijay Sethupathi, Fahadh Faasil, Samantha Ruth Prabhu, Ramya Krishnan",,"15,098"
Criminal Justice: Behind Closed Doors,None,,Crime,7.4,2020,,"Pankaj Tripathi, Kirti Kulhari, Anupriya Goenka, Adrija Sinha",,"7,809"
Ishq Mein Marjawan 2,None,25,"Drama, Mystery, Romance",6.8,2020,,"Helly Shah, Rrahul Sudhir, Vishal Vashishtha, Bhimraj Malaji",,"7,913"
Yaar Mera Titliaan Warga,None,110,"Comedy, Drama",6.1,2022,Vikas Vashisht,"Karamjit Anmol, Baljit Singh Balli, Jeet Bhangu, Abhishek Bhardwaj",,256
"Nna, Thaan Case Kodu",None,138,"Crime, Drama",8.1,2022,Ratheesh Balakrishnan Poduval,"Kunchacko Boban, Gayathrie, Rajesh Madhavan, Unnimaya Prasad",,"3,937"
'83,None,162,"Biography, Drama, History",7.5,2021,Kabir Khan,"Ranveer Singh, Deepika Padukone, Tahir Raj Bhasin, Jiiva",,"37,274"
Mahaan,None,163,"Action, Drama, Thriller",7.6,2022,Karthik Subbaraj,"Vikram, Simran, Dhruv Vikram, Bobby Simha",,"15,450"
Dil Se..,Not Rated,163,"Drama, Romance",7.5,1998,Mani Ratnam,"Shah Rukh Khan, Manisha Koirala, Preity Zinta, Raghuvir Yadav",,"28,970"
Shershaah,TV-14,135,"Action, Biography, Drama",8.4,2021,Vishnuvardhan,"Sidharth Malhotra, Kiara Advani, Shiv Panditt, Pranay Pachauri",,"120,702"
My Name Is Khan,PG-13,165,"Adventure, Drama, Romance",7.9,2010,Karan Johar,"Shah Rukh Khan, Kajol, Sheetal Menon, Katie Amanda Keane",$4.02M,"107,330"
Swades,Not Rated,189,"Drama, Musical",8.2,2004,Ashutosh Gowariker,"Shah Rukh Khan, Gayatri Joshi, Kishori Ballal, Smith Seth",$1.22M,"90,783"
Dangerous,None,99,"Action, Romance, Thriller",4.5,2021,Ram Gopal Varma,"Naina Ganguly, Rajpal Naurang Yadav, Mithun Purandare, Apsara Rani",,590
Jaadugar,TV-14,167,"Comedy, Drama, Fantasy",6.9,2022,Sameer Saxena,"Jitendra Kumar, Arushi Sharma, Jaaved Jaaferi, Raksha Panwar",,"9,873"
I,Not Rated,188,"Action, Drama, Romance",7.3,2015,S. Shankar,"Vikram, Amy Jackson, Suresh Gopi, Upen Patel",,"21,632"
M.S. Dhoni: The Untold Story,Not Rated,184,"Biography, Drama, Sport",7.9,2016,Neeraj Pandey,"Sushant Singh Rajput, Kiara Advani, Anupam Kher, Disha Patani",$1.78M,"58,234"
Yeh Jawaani Hai Deewani,Not Rated,160,"Drama, Musical, Romance",7.2,2013,Ayan Mukerji,"Ranbir Kapoor, Deepika Padukone, Aditya Roy Kapoor, Kalki Koechlin",$3.83M,"45,524"
Sherdil,None,120,"Comedy, Drama",6.6,2022,Srijit Mukherji,"Pankaj Tripathi, Sayani Gupta, Neeraj Kabi, Madhvendra Jha",,"2,423"
Kal Ho Naa Ho,Not Rated,186,"Comedy, Drama, Musical",7.9,2003,Nikkhil Advani,"Preity Zinta, Shah Rukh Khan, Saif Ali Khan, Jaya Bachchan",$1.79M,"69,575"
Lagaan: Once Upon a Time in India,PG,224,"Drama, Musical, Sport",8.1,2001,Ashutosh Gowariker,"Aamir Khan, Raghuvir Yadav, Gracy Singh, Rachel Shelley",$0.07M,"114,475"
Aspirants,None,45,Drama,9.2,2021,,"Naveen Kasturia, Shivankit Singh Parihar, Abhilash Thapliyal, Sunny Hinduja",,"296,603"
Kuch Kuch Hota Hai,Not Rated,177,"Comedy, Drama, Musical",7.6,1998,Karan Johar,"Shah Rukh Khan, Kajol, Rani Mukerji, Sana Saeed",$2.10M,"52,786"
Sarpatta Parambarai,None,173,"Action, Drama, Sport",8.6,2021,Pa. Ranjith,"Arya, Pasupathy, John Kokken, Shabeer Kallarakkal",,"22,638"
Jersey,None,170,"Drama, Sport",7.3,2022,Gowtam Tinnanuri,"Shahid Kapoor, Mrunal Thakur, Pankaj Kapur, Prit Kamani",,"12,442"
Aranyak,TV-MA,48,"Crime, Drama, Mystery",7.8,2021,,"Parambrata Chattopadhyay, Raveena Tandon, Ashutosh Rana, Zakhir Hussain",,"9,406"
Woodpecker,None,,Drama,7.0,2020,,"Parag Tyagi, Ira Soni, Nehal Vadoliya, Surabhi Tiwari",,54
