Movie Names,Certificate,Duration,Genre,Rating,Years,Director,Actors,Gross,Votes
Source of Happiness,None,,"Short, Drama",,2014,,Amit Lal Singh,,
Lost essence of India,None,,History,,2020,,Meiyang Chang,,
Buoyancy,None,,"Short, Comedy",,2015,"Keith Dsouza, 
Yohan Fernandes","Keith Dsouza, Triambak Kala",,
Hai Naman,None,4,"Short, Music",,2019,Krupesh Thacker,"Krupesh Thacker, Vacha Thacker",,
Sparsha vatsalyacha,None,,Reality-TV,,2018,,,,
Bhawani No Bhog,None,,None,,1931,,Dhirubhai Desai,,
Mahatma,None,,None,,1953,Datta Dharmadhikari,"David Abraham, Raj Goswami, Gajanan Jagirdar, Madan Puri",,
Oo Manishi,None,42,"Short, Drama",,2016,,Srinivas Arumilli,,
Niklo Na Benaqab,None,,"Short, Romance",,2005,,Yuvika Chaudhary,,
Fukra Insaan Feat. Drg: Fly High,None,3,Music,,2021,Tushar Dixit,"Drg, Fukra Insaan",,
Poornima,None,,None,,1938,Balwant Bhatt,Sardar Akhtar,,
Eradu Kanasu,None,22,Drama,,2017,,,,
Mounam Sowmanasyam,None,,Documentary,,1997,P. Ravindran,Govindan Aravindan,,
It Happened One Night,None,5,"Short, Thriller",,2005,Raj Kumar Gupta,"Raja Chaudhary, Sonu Sood",,
VandeMataram: History of India's Wars,None,,History,,2013,,"Siddharth Sanger, Kabir Bedi",,
Parichay,None,141,Drama,,1941,Nitin Bose,"K.L. Saigal, Kanan Devi, Naresh Bose, Ratin Banerjee",,
Ek Sawal?,None,,"Short, Drama",,2010,,,,
That Darn Jesus,None,12,"Animation, Short, Comedy",,2006,Gary Hardwick,Nickie Bryer,,
Hello Corona Speaking,None,,"Short, Drama",,2022,Digipix,"Emraan Ali, Rajat Singh, Zeal Thakkar, Savi Tomar",,
Swapna-o-Sadhana,None,,Drama,8.1,1947,Agradoot,"Kanu Bannerjee, Paresh Bannerjee, Reba Devi, Jahar Ganguli",,10
Mooch Ka Sawal,None,,"Short, Music",,2014,,Dk,,
Ab Kise Barbaad Karoge,None,,None,,2022,Akshay K. Agarwal,"Sandeepa Dhar, Altamash Faridi, Asim Riaz",,
Main Tujhse Milne Aayi,None,,"Short, Musical",,2003,,Mugdha Godse,,
Idd Ka Chand,None,,Drama,,1964,Nanubhai Vakil,"Chitra, Vijay Dutt, Hiralal, Krishna Kumari",,
Girl Stars: Jyoti the Newsreader,None,8,"Documentary, Short",,2007,,Ankur Tewari,,
Who Am I?,None,17,"Documentary, Short, Family",,2018,,Jibin James,,
Art of Loving,None,,"Short, Drama",9.7,2019,Paresh Vinodray Savani,"Sharan Anandani, Ajit Pandit, Prveshika Chauhan, Pankaj Sharma",,6
Adhikar,None,,None,,1988,,,,
"Five Little Fingers, Finger Family Song and Many More Popular Nursery Rhymes and Kids Songs",None,8,"Animation, Short",,2016,,,,
Gubbare,None,10,"Short, Drama",6.0,2020,Viveck Daaschaudhary,"Usha Jadhav, Navin Kaushik, Huma Qureshi",,9
Day Night Game,None,117,"Drama, Thriller",,2014,Shibu Prabhakar,"Mini Arun, Shivaji Guruvayoor, Archana Kavi, Mammukoya",,
Commas,None,19,"Short, Drama",,2017,Priyanka Banerjee,Unnati Gala,,
Bhakta Pundalik,None,,None,,1949,,Dhirubhai Desai,,
I am a Threat,None,,Short,8.0,2017,Ayushmaan Singh,Ayushmaan Singh,,6
Anaganaga Naa Katha,None,,Short,7.2,2016,,"Rakesh Narlapuram, Dassgunalan, Ganesh Pithani, Abbaraju Sriram",,5
Tu Laazmi,None,,"Short, Romance",,2020,Arjun Gaikwad,"Ankita Bhatt, Nikhil Chaudhary",,
March,None,,"Short, Drama",,2010,Mustufa Raj,"Sahil Chauhan, Sanjeev Wilson",,
Namaste Bali,None,120,Drama,2.3,2015,K.V. Bejoy,"Roma Asrani, Aju Varghese, Balu Varghese, Manoj K. Jayan",,49
Glow Worm in a Jungle,None,12,"Documentary, Short",8.5,2018,,Ramana Dumpala,,12
Ramanujacharya,None,,None,8.4,1989,,G.V. Iyer,,12
Kanmani,None,12,"Short, Drama, Family",,2014,Eesan,"Nagarajan Kannan, Naveen, Sandhya",,
Amar Geeti,None,,None,,1940,,Hiren Bose,,
Mava Mava Maduve Mado,None,,Drama,,2000,Arjun,"Archana, Ashalatha, Bank Janardhan, Kashinath",,
Bhagwa Zenda,None,,None,,1926,,Krishna Parshuram Bhave,,
Idava Taareeku,None,150,Drama,,2004,,"Brahmanandam, Revathi, Sharwanand",,
Oral Health Awareness for Antenatal Mothers,None,6,"Documentary, Short",,2021,,Kolasseril Sukhanandan Sunil,,
Chhau Mukhaute,None,,Documentary,,2005,,Sanjivan Lal,,
On The Loose: Tarana Patel's Documentation,None,5,"Documentary, Short",,2015,,Hardik Aswani,,
Sadhana,None,,None,,1956,,Mohini Choudhury,,
Rajatantra,None,129,Drama,,2021,P.V.R. Swamy,"Doddanna, Srinivasa Murthy, Raghavendra Rajkumar",,
Why politeness is required in Sales and marketing by Avijit Ghosh,None,,Short,,2022,Avijit Ghosh,Avijit Ghosh,,
Amaanat,None,,None,,1943,Lalit Chandra Mehta,Gulzar,,
A Man and His Monkeys,None,,Short,4.4,1899,,Harishchandra Sakharam Bhatavdekar,,10
Saga,None,4,"Short, Drama",,2021,Gani,"Tushar Funde, Meera Gaikwad, Vaishali Gaikwad, Monika Kale",,
Jionde Aan,None,,Thriller,,2018,Rajeev Kumar,"Mahabir Bhullar, Raj Dhaliwal, Tejinder Pal Dhir",,
Fantasy - Prabhu Baskar,None,,Short,,2021,Prabhu Baskar,Prabhu Baskar,,
Greedy,None,,"Animation, Short",,,,Ramana.artbyramana,,
Adimadhyantham,None,104,None,,2011,Sherrey,"Prakash Chengal, Sajitha Madathil, Mammukoya",,
Pralaya Kaveri,None,,Drama,,2021,,"Kavali Raju, Sandy",,
Syntherize,None,,Music,,2022,,Singhest,,
Click!,None,5,"Short, Comedy",,2017,Aaditya Bhardwaj,"Avishkar Bharadwaj, Mehkansh Kathuria, Parul Singh",,
Aaliya: Ek Aaina,None,8,"Short, Family",,2018,Abhishant Gupta,"Micky Arora, Amarjeet Singh Chawla, Gursharan Kaur",,
Sati Vaishalini,None,,None,,1959,Sadhu Singh,"Trilok Kapoor, Sulochana Latkar, Lalita Pawar",,
Karpukkarasi,None,140,None,,1957,A.S.A. Sami,"Saroja E.V., Varalakshmi G., Gemini Ganesan, Mohana",,
Untitled Aditya Sengupta film,None,,Drama,,,Aditya Sengupta,"Ditipriya Roy, Vikram Chatterjee",,
Lavanyavati,None,,None,,1993,Anant Mane,"Alka Inamdar, Bhalchandra Kulkarni, Ganpat Patil, Saroj Sukhtankar",,
Prasab,None,83,Drama,8.0,1994,Utpalendu Chakrabarty,"Arjun Chakraborty, Sreela Majumdar",,11
Insaniyat Ki Jung,None,165,Action,,1997,R. Elavarasan,"Sarath Kumar, Nagma, Radhika Sarathkumar",,
Maa Inti Jyothi,None,,None,,1972,A. Bhimsingh,Shivaji Ganesan,,
Ashwamedham,None,135,None,7.1,1967,A. Vincent,"P.J. Anthony, Bahadur, Adoor Bhasi, Santha Devi",,11
Ahiravan Mahiravan Vadh,None,,None,,1922,Gajanan V. Sane,"Bhaurao Datar, Pandurang G. Sane, Bachu Pawar, Shanta Nalgunde",,
Chanda Tere Chandni Ko,None,,"Short, Musical",,1997,,Sheeba Agarwal,,
Dreamy illusions,None,,"Short, Drama",,2016,Manish Rukmani Sharma,"Talib Mehdi, Vibhu Vats, Teetu Verma",,
Tamizhananean.Ka,None,,Action,,2018,Sathish Ramakrishnan,"Sathish Ramakrishnan, Vandana Varadarajan",,
The Rose,None,5,Short,,2013,,Prashant Shikare,,
Vasil Ni Raat,None,,None,,1929,Parshwanath Yeshwant Altekar,Parshwanath Yeshwant Altekar,,
Rape Central,None,,Documentary,,,,"Swaroop Kumar, Neo Sufi",,
Baazigar,None,,"Short, Music",,2019,Keshav Jangra,"Pranjal Dahiya, Aman Jaji",,
Shuddhi: Ek Nayi Shuruaat,None,,"Short, History",,2015,,Sanjeev Sharma Ronkel,,
Handicrafts of Rajasthan,None,,Documentary,,1965,,Clement Baptista,,
Talkietive Reviews,None,15,Talk-Show,,2018,,Priyanka Sinha Jha,,
To Share and to Learn,None,,Documentary,,1967,,Santi P. Choudhury,,
Mayura,None,,Drama,8.8,1976,,"Rajkumar, K.S. Ashwath, T.N. Balakrishna, Shashi Kiran",,46
Khoon-E-Nahak,None,,Drama,,1928,K.B. Athavale,"Rampiyari, K.C. Roy, Salvi, Yakbal",,
Raste Aur Manzil,None,,Drama,,1968,,"Azra, Bharathi, Pratima Devi, Paidi Jairaj",,
Aankhon Se Tu Door Hain,None,,"Short, Romance",,2003,,Muzamil Ibrahim,,
Soohagan Bana De Sajana Hamaar,None,,Family,,2010,Sunil Sinha,"Rashmi Desai, Rinku Ghosh, Ravi Kishan, Avinash Wadhawan",,
Pakarppu,None,,"Comedy, Drama, Romance",,,,Nirmal Baby Varghese,,
Adimai penn,None,158,Drama,,1998,Dasari Narayana Rao,"Krishna, Ramki, Dasari Narayana Rao, Narra Venkateswara Rao",,
Name Plate (Blush),None,,Short,,2019,Sreejone,"Maneka Kurup Arora, Diptii, Suneel Sinha, Vishal Vashishtha",,
Lakshmi Kataksham,None,138,Drama,,1970,B. Vittalacharya,"T.S. Balaiah, Valluri Bala Krishna, Jyothi Lakshmi, Mikkilineni",,
The Hidden City - Orchha,None,,"Documentary, Short",,2022,,Avex Dhillon,,
Farzi Girl,None,,"Short, Music",,2016,,,,
Goat Farming,None,46,Documentary,,2013,Venkatramana Hegde,Paul Prakash,,
Chhote Miyan Dhaakad,None,,Comedy,,2017,,"Sachin Pilgaonkar, Sohail Khan, Rahul Mahajan, Neha Dhupia",,
Lalita,None,,None,,1972,Brojen Barua,Bindiya Goswami,,
Kadamani Enathu Udamani,None,145,Drama,,1985,Renuka Sharma,"Ambarish, Sathyaraj, Urvashi",,
Target,None,7,"Short, Drama",,2018,Robin Chandra Roy,"Bhumika, Jublee, Mitali, Mousumi",,
The Bag,None,8,"Short, Thriller",,2017,Cv Ramana,"Meenakshi Dhiman, Madan Lal",,
Darling,None,,None,,2014,,,,
Jasoos,None,,"Action, Thriller",,1955,R.D. Rajput,"Niroo, Kumkum, Habib, Kamran",,
Awakening India LCCWA,None,42,"Documentary, Short",,2015,Sharat Chandra Parsa,Padmavati Iyengar,,
Sattadhish,None,,Drama,,2000,Yashwant Bhalkar,"Sharad Bhutadiya, Babanrao Gholap, Rajashree Landge, Aishwarya Narkar",,
Thodakkam,None,112,Drama,,2021,Mari Karunanidhi,Mari Karunanidhi,,
State Express,None,171,None,,1938,Vijay Bhatt,"Jayant, Umakant, Shirin Banu, Zaverbhai Kaiser",,
Down to Zero,None,,"Short, Drama",,2014,Faisal Hashmi,Farooq Memon,,
When I Grow Up,None,,"Short, Drama",,2014,"Sandeep Jha, 
Sameer Mishra","Anuja Belukar, Sandeep Jain",,
Rajlakshmi,None,,"Drama, Romance",,1987,Praveen Nischol,"Farooq Shaikh, Sujata Mehta, Ashwini Bhave, Ashalata Wabgaonkar",,
Roll Ball,None,9,"Documentary, Short, Sport",,2014,Divye Deep Mahajan,"Chetan Bhandwalkar, Raju Dabhade, Rohan Dabhade, Anand Yadav",,
Rotation Chakravarthi,None,,None,,1987,Narasimha Rao Relangi,Sharada,,
Glamour,Not Rated,127,Drama,,2010,Satya Reddy,"Karishma Kotak, Rami Reddy, Telangana Sakuntala",,
WMT 9615,None,96,Drama,,2019,Tamal Dasgupta,"Lily Chakravarty, Soumitra Chatterjee, Debolina Dutta, Samadarshi Dutta",,
Millions of Cards,None,90,"Drama, War",,2021,,Dhananjay Galani,,
Sawa Lakh,None,,Drama,,1944,,Rs Chaudary,,
Money Order,None,,None,,1990,P.N. Menon,Rahul Lakshman,,
Khyber Falcon,None,,None,,1932,,Modhu Bose,,
Kaveri,None,,"Drama, Family",,2017,,"Ashwini Gowda, Srikanth Heblikar, Princy B. Krishnan",,
Srishti Chhara,None,,Drama,,1978,,Gurudas Bagchi,,
Chathurmukham,None,,"Short, Comedy",,2019,Nani Lingutla,"Galla Praveen, Bindhu Priya, Naveen Reddy, Pooja Reddy",,
Raakh,None,22,"Short, Thriller",5.7,2016,Milap Zaveri,"Richa Chadha, Vir Das, Shaad Randhawa",,49
Pooja,None,124,Drama,,1996,Bharathi Shankar,"Naveen Chandar, Chandrashekhar, Doddanna, Karibasavaiah",,
Maid Servant,None,27,"Documentary, Short",7.4,1981,,Yugantar,,6
Kahan Hai Manzil Teri,None,,None,,1939,S.M. Yusuf,"Agha, Sayani Atish, Ila Devi, Harishchandra",,
Prem Ki Devi,None,,None,,1936,,Keravala,,
Enga Ooru Pookari,None,138,Drama,,2021,Vasatha Saker,"Vasatha Saker, Prakash Shanmugam",,
Magician Mahendralal from Delhi,None,,None,,1998,P.K. Radhakrishnan,"Jagathi Sreekumar, Bobby Kottarakkara, Raghu, Mala Aravindan",,
Bhervi,None,,Drama,,1960,Dinkar D. Patil,"Barchi Bahdur, Ranjit Budhkar, Chitra, Ramesh Deo",,
Iniyum Kurukshethram,None,,"Action, Crime, Thriller",5.6,1986,Sasikumar,"Mohanlal, Shobana, M.G. Soman, C.I. Paul",,32
Clean Eid Ul Adha,None,,Short,,2017,Tawseef Quazi,"Ahsan Bharati, Mohammed Abdul Razzak",,
Limit,None,,Biography,,2021,Dinesh Baboo,"Akshay, Anant Nag, Nayana Puttaswamy, Sharan",,
Shelter,None,42,"Documentary, Short",,1982,,Uma Segal,,
Mali,None,,None,,1944,Keshavrao Date,"Sangit-Kalanidbi, Mahipal",,
Lal Haveli,None,,"Drama, Romance",7.0,1944,K.B. Lall,"Surendra, Noor Jehan, Ulhas, Maya Banerjee",,19
Bye Cycle,None,25,Drama,,2022,,"Abhishek, Raksha Patel, Sonam Patel",,
Tohfa,None,,"Short, Drama",,2014,"Sandeep Jha, 
Sameer Mishra","Deepti Dyondi, Sandeep Jain",,
Sindhoora devi,None,108,Drama,,1991,Ramanarayanan,"Venniradai Moorthy, Senthil, Shamili, Vivek",,
Mathond Madhuvena,None,,Drama,,2011,Dinesh Baboo,"Jennifer Kotwal, Anant Nag, Suhasini, Thara",,
Chashmawali,None,,Action,,1939,K. Amarnath,"Indurani, Ashiq Hussain, S. Nazir, Lobo",,
Maheman,None,,None,,1942,,Chaturbhuj Doshi,,
Main Kangana Khhan Khhan,None,,"Short, Romance",,2001,,"Vivan Bhatena, Richa Pallod",,
Untitled Sasi Project,None,,Drama,,,Sasi,Harish Kalyan,,
Anya Ek Jatra,None,,Drama,,2001,Manju Borah,"Jatin Bora, Zerifa Wahid, Ravi Sharma, Bikram Hazarika",,
Sisters,None,,Family,,,Subhash Phadke,"Sudha Chandran, Kadambari Danave, Shilpa Danave",,
Broken Trust,None,18,Thriller,,2021,,Gurdev K. Aneja,,
Dukhan Da Darya,None,,Music,,2021,Pardeep Bhullar,"Prakash Gaadhu, Rupinder Rupi, Fateh Siyan, Roopi Maan",,
Let's Go Kullu Manali Documentary,None,,"Documentary, Short",,2018,Parag Vijra,Simran Bhardwaj,,
Oru Mass Kadha Veendum,None,153,Comedy,5.9,2019,Gokul Karthic,"Charmila, Mammukoya, Ullas Pandalam, Dinesh Panicker",,9
Bangalore Nagarathna,None,,Drama,,2020,Malavika Avinash,"Avinash, Malavika Avinash",,
Making of a Maestro,None,81,"Documentary, Biography",,2010,Meena Narayan,"Kalamandalam Arun Warrier, Kalamandalam Aswathy, Kalamandalam Bijusha, Peter Chellakara",,
Diler Bachche,None,117,Drama,,1981,Vadiraj,"Baby Anuradha, Srikanth",,
Baksho Bondi,None,,"Short, Thriller",,2018,Tathagata Ghosh,"Atmadeep Ghosh, Debopriyo Mukherjee, Ankita Roy, Anindya Sain",,
Bidhir Bidhan,None,,Drama,,2012,,"Anjana Basu, Sourav Chattopadhyay, Gourab Roy Chowdhury, Indrani Ghosh",,
Maaro: Kill the Thought,None,12,"Short, Crime, Mystery",9.1,2015,Gangadhar Ambati,"Praveen Mallisetty, Gnanoday Goud Muddagoni, Narendra Saggurthi, Vijaya",,16
Little Godfather,None,,Drama,,2014,,Joy Augustine,,
Odipolama,Not Rated,94,Romance,,2009,Kanmani,"Mahadevan, Parimal, Rahasya, Thambi Ramaiah",,
Ethin K,None,,"Short, Reality-TV",,2017,T.G. Raj,Ethin Krizz,,
Once More Kaurava,None,139,Drama,,2017,S. Mahendar,"Naresh Gowda, Anu Prabhakar, Anusha Rangnath",,
Kalyug No Kano,None,,"Action, Drama, Romance",,2014,Axant Patel,"Firoz Irani, Nishant Pandya, Axant Patel, Priyanka Ramanandi",,
Your Companion,None,,Documentary,,1984,,Clement Baptista,,
Gadasu Pillodu,None,,Drama,,1977,K. Bapaiah,Jayasudha,,
Khanqah,None,,"Short, Drama",,2021,"Junaid Ahmad, 
Ameya Vikram","Sameer Alam, Midhat Samra",,
Banashree,Not Rated,100,Drama,,1983,Gyanesh Mukherjee,"Anil Chatterjee, Shekhar Chatterjee, Sukhen Chattopadhya, Seema Das",,
Trapadd Teshion Tey,None,145,Comedy,,2010,Mohan Sachdev,"Vinod Ramani, Jitendra Vazirani",,
Education or Burden?,None,10,Short,,,,Yogesh Rai,,
Devathai,None,,None,,1979,,P.N. Menon,,
What's My Price Tag,None,7,Short,,2017,Dhansheel Kumar,"Swati Kiran, Raj Kumar, Rikesh Kumar, Aryan Prakash",,
Untitled Virat Madake film,None,,None,,,Sadagara Raghavendra,"Shivani Surve, Kaveesh Shetty, Virat Madke",,
Pahile Na Mi Tula,None,,Drama,,,Ganesh Kadam,"Yash Kadam, Saurabh Gokhale, Madhura Deshpande",,
Nyayam Meere Cheppali,None,135,"Action, Crime",6.2,1985,G. Rama Mohana Rao,"Suman, Jayasudha, Rajinikanth, Kongara Jaggaiah",,13
Sustainable Urban Sanitation,None,,"Documentary, Short",,2017,,Arin Paul,,
The Garuda Returns,None,14,"Short, Drama",,2015,Anant Vikram Mishra,"Ashish Gupta, Anant Vikram Mishra, Vikram Singh, Aishwarya Sinha",,
Hummer,None,4,"Short, Musical",,2021,Aar-v,"Twinkle Arora, Vishwas Saraf",,
Attegondukala Sosegondukala,None,156,None,,1968,Y.R. Swamy,"Kalyana Kumar, Jayasri, Leelavathi, R. Nagendra Rao",,
Looks from the Other Side,None,45,"Documentary, Short",,1997,,Koushik Sarkar,,
Sirayil Sila Raagangal,None,149,None,,1990,,Rajendra Kumar,,
Circus 2017,None,,Short,,2017,,Smit Vyas,,
Mr 420,None,,Comedy,5.1,2012,Raj Pradeep,"Ganesh, Pranitha, Sadhu Kokila, Rangayana Raghu",,39
Ridicoolas,None,21,"Short, Comedy, Drama",,2020,"Geetika Sood, 
Arvind Singh Rajpoot","Nyra Banerjee, Rajshri Deshpande, Yogesh Markande, Nishan Nanaiah",,
Love Touch,None,,"Comedy, Drama, Romance",,2013,,"Jayanth Reddy, Dhrriti Saharan",,
Aayudha,None,150,Drama,,1996,Ayyappa P. Sharma,"C. Arunpandian, Bharath Bhagavathar, Rekha Das, Chi Gurudutt",,
10 am,None,120,Drama,,,,Avinash Nanda,,
Nila,None,,Drama,4.4,1994,Nambiraj,"Jayaram, Vineeta, Goundamani",,6
Lokmanya Tilak,None,,Documentary,,1957,,Vishram Bedekar,,
Target,None,13,"Short, Drama",,2022,Pradeep Sharma,"Neeha Garg, Jyotsna Singh, Mayuresh Wadkar",,
Lost: Story of a Drug Addict,None,,Short,,2013,,Rajesh Udhwani,,
Mandaram,None,145,Drama,,2002,Polur Ghatikachalam,"Tanikella Bharani, Laila Khan, Ajay Raghavendra, Dharmavarapu Subramanyam",,
Visa,None,7,"Short, Musical",,2021,Roney George,"Ajay Heer, Sahil Kumar, Akash Deep Singh, Amandeep Singh",,
The Engaged Artist,None,,"Short, Drama",,2020,"Aryan Dasguptha, 
Dibyendu Majumder","Shubham Banerjee, Siddharth Basu Roy, Harshita Dubey, Debasish Halder",,
Raas Leela,None,,Thriller,,2003,,,,
Strides,None,,"Documentary, Short",,1975,,S.N.S. Sastry,,
Typist Girl,None,,None,,1926,"Devare S. Gajanan, 
Chandulal Shah","Gohar Jan, Raja Sandow P.K., Sulochana",,
SamayChakra-Time Slot,None,140,Family,,2017,Amarkumar Jadeja,"Akash Shah, Apeksha Patel, Chandan Rathod, Dharmesh Vyas",,
Simha Jodi,None,,None,,1980,Joe Simon,"Leelavathi, Vishnuvardhan, Dinesh, Dheerendra Gopal",,
Dadu,None,,"Short, Drama",,2013,Rohit Phalke,"Avinash Jadhav, Santosh Pawar, Rohit Phalke",,
Sankha Sindurer Dibbye,Not Rated,178,"Drama, Romance",,1999,Ratul Gangopadhyay,"Abhishek Chatterjee, Chiranjit, Menoka Das, Gita Dey",,
Stamp Album,None,28,"Short, Drama",,2017,,Sivakumar B,,
Wapas,None,122,"Drama, Family",,1943,Hemchandra Chunder,"Asitbaran, Dhiraj Bhattacharya, Bharati Devi, Indu Mukherjee",,
Bhakta Pralhad,None,,None,,1934,,Ramchandra Gopal Torney,,
The Culprit,None,,"Short, Thriller",,2015,Praveigne Meruwa,"Vijaya Murthy, Praveigne Meruwa, Sri Nag, Verendhrra Thota",,
Insaaf Ki Manzil,None,132,Drama,,1988,Braj Bhushan,"Leena Dar, Leena Das, Poonam Dasgupta, Jeevan Dhar",,
Romeo in Sikkim,None,,Romance,,1975,Harikrishna Kaul,"Rajan Haksar, Seema Kapoor, Amina Karim, Mehmood Jr.",,
The Amazing Anna,None,12,"Documentary, Short",,2016,,Akash Gulati,,
Sulochana,None,,None,,1933,R.S. Choudhury,"Ruby Mayer, Jillo, Chanda, Dinshaw Bilimoria",,
Gulzaar Chhaniwala: Challiya,None,4,Music,,2020,Gulzaar Chhaniwala,Gulzaar Chhaniwala,,
Sreekanter Will,None,,None,,1979,Dinen Gupta,"Gita Dey, Tapati Ghosh, Shyamal Ghoshal, Uttam Kumar",,
Samrat Ashoka (I),None,,None,,1928,Bhagwati Prasad Mishra,"Asooji, Dwarki, Jillo, Putli",,
Turbulent,None,18,"Short, Drama, Fantasy",,2018,,Priyanandanan,,
Saathi,None,112,Drama,,2017,Sajid Khan,"Sajid Khan, Jayendra Mehta, Jeet Upendra",,
Amdawad ni Shethani,None,,None,,1925,Homi Master,"Zubeida, Khalil, Noor Mohammad Charlie, Yakbel",,
Devdas by Jayraj,None,,"Short, Drama",,2018,Tripathi Jayraj,Jayraj Tripathi,,
Conscience of Vincent,None,25,"Short, Thriller",,2019,Pj,"Chandan Gowdanda, Ram Manjjonaath, Ganesh Ds, Sandeep Kumar",,
Mukhda,None,,Drama,,1950,Roop K. Shorey,"Kuldip Kaur, Satish",,
Kanak Tara,None,,None,,1929,Fatma Begum,"Shahazadi, Sultana, Zubeida",,
Thalaivan,None,135,Drama,7.8,1970,"Singamuthu, 
P.A. Thomas","M.G. Ramachandran, Vanisri, Jyothi Lakshmi, Cho Ramaswamy",,17
Odol Bodol,None,9,Comedy,,2018,,"Chiranjit Guchhait, Pritesh Pattanayak, Kamal Kanta Rana",,
Kuhu-O-Keka,None,,Short,,1936,Charu Roy,Belarani Devi,,
Prahalaathaa,None,,None,,1933,,,,
Kanda Uruvam,None,120,"Comedy, Horror, Thriller",,,Sendhil Kumar,"Karthik Raja, Senthil Kumar, Abhishek Pathy, Karthik Somasundaram",,
Lucid,None,17,"Short, Comedy, Horror",,2017,Madhur Bakhle,"Mohini Bakhle, Zailendra Jadeja, Pooja Mantri, Sharang Natarajan",,
Shabash Vikram,None,,Action,,1985,Renuka Sharma,"Ambareesh, T.N. Balakrishna, M.N. Lakshmi Devi, Dinesh",,
Amber,None,,Romance,6.3,1985,K.K. Mahajan,"Prasenjit Chatterjee, Pradeep Kumar, Anuradha Patel, Rameshwari",,14
Dev Kanya,None,,None,,1928,Kanjibhai Rathod,"Gulab, P.R. Joshi, Nandram, Vishnu",,
DUNE the end of earth,None,,"Documentary, Short",9.5,2022,"Dhruv Rajapara, 
Sahil Ramoliya","Manthan Donga, Sahil Ramoliya",,8
Kaaya Vaacha Manasa,None,140,Crime,,2017,Ganesh Murthy,"Srikanth Nagraj, Ganesh Murthy, Suheel Hm, Nithin Bharadhvaj",,
Ziro: The Lost Tribe,None,,"Documentary, Short",,2018,,Mitra Patel,,
Gandevikar jewellers TVC,None,,Music,,2016,Shivrajj J.D. Khuman,Heena Achhra,,
Baarish aur ek Din,None,12,"Short, Romance",,2015,,Deyali Mukherjee,,
Last Peg,None,,Drama,,2021,Sanjay Vadat .S.,"Bank Janardhan, Yashaswini Ravindra, Bharath Sagar",,
Amar Samadhi,None,,Action,,1958,,"Shahu Modak, Shyama",,
Cycloid,None,10,"Documentary, Short",,1982,,Rajan Khosa,,
Noodles,None,,"Short, Mystery",,,Yash Razwardhan,"Ajay Talreja, Poonam Rana",,
Humbug of Existence,None,,"Short, Fantasy",,2018,Dhruvv Pankaj Kachhawa,Neeharika Nene,,
Sandhya,None,,None,,1969,Dr. Vasan,"Bahadur, Adoor Bhasi, Jayabharati, Khadeeja",,
Na Jane Kis Mod Pe,None,,"Short, Music",,2019,"Suryaveer Singh Bhullar, 
Rahul Gupta",Vishal Chaturvedi,,
Alfaaz,None,,"Short, Drama",,2018,Gaurav Arora,"Rupesh Kuber, Rajeev Pandey, Sunil Sharma",,
Bahurooopi,None,,Drama,,1969,,"Laxmi Chhaya, Paidi Jairaj, Satyendra Kapoor, Shekhar Purohit",,
Mala,None,,"Short, Fantasy",,2018,Pritam Das,"Sareena, Sidharth Singh",,
Jugalangriya,None,,None,,1929,Jyotish Bannerjee,"Tulsi Bannerjee, Satyendra Nath Dey, Irish Gasper, Joy Narayan Mukherjee",,
Coolies at Bombay Central,None,,None,,1975,,Ketan Mehta,,
Paanch Parinde,None,,Action,,1995,Rakesh Kakaria,"Kirti Shetty, Yudhveer Singh",,
Adangamai,None,,None,,,,R. Gopal,,
Tin Adhayay,None,,Drama,8.4,2013,Somnath Sen,"Kalyan Chatterjee, Sreela Majumdar, Pushpita Mukherjee, Rishi Mukherjee",,7
New Test Project for ATS,None,60,"Documentary, Fantasy",,2017,,Msk Vel,,
Crony,TV-MA,6,"Short, Horror, Thriller",6.2,2017,Abhilash Shetty,"Sunil Ambore, Eshwar, Abhilash Shetty",,138
Cheriyachante Kroora Krithyangal,None,107,None,6.9,1979,John Abraham,"Adoor Bhasi, Poornima Jayaram, Abraham Joseph, Kaviyoor Ponnamma",,26
Pundalik,None,,None,,1936,,"Vishram Bedekar, Vamanrao N. Bhat",,
Janpath,None,,Documentary,,2017,,Vivek Rai,,
Moonavathu Kann,None,114,Drama,,2018,A.V. Giri,"Arathica, Varun, Bose Venkat",,
A Non-Vegetarian Fairy Tale,None,11,Short,,2016,Suranjay,"Prabhakar Das, Nandu Paul, Jitumoni Rabha, Karan Sathe",,
Mahasati Savitri,None,,"Adventure, Drama, Fantasy",7.2,1973,Chandrakant,"Jayshree Gadkar, Upendra Trivedi, Meena Talpade, Ratnamala",,12
Chandravali,None,,None,,1928,Fatma Begum,"Jani Babu, Shahzadi, Sultana, Yakub",,
Mallanum Madhevanum,None,10,"Short, Thriller",,2020,Shyam Krishnan,"Nithin Raj, Vineeth Vishwam",,
