Movie Names,Certificate,Duration,Genre,Rating,Years,Director,Actors,Gross,Votes
Masoom Chudail,None,,Horror,,2000,,"Rajni Chandra, Ajay Raj, Damini Kanwal Shetty",,
Pratishruti,None,,Drama,,1977,Pinaki Bhushan Mukherji,"Ranjit Mallick, Utpal Dutt, Anup Kumar",,
Chitti thalli,None,,Drama,,1965,,Haranath,,
Kitto Ka Kissa,None,15,"Short, Musical",,2018,Mayukh Ghosh,Carlton Kitto,,
Gentle Man Security,None,,None,,1994,J. Williams,"Raghu, Captain Raju, Moon Moon Sen, Silk Smitha",,
Oru Oorla Oru Rajakumari,None,,Drama,4.7,2018,,"Ashwini, Puvi Arasu",,6
Autumn Leaf,None,20,"Short, Drama",,2018,Kshitij Kumar Pandey,"Bappadittya Sarkar, Prakash Belawadi, Isha Mandloi, Soumyashanto Mandal",,
Mounam,None,13,"Short, Drama",8.5,2017,Sushanth Reddy,"Haritha, Sunil",,12
Digvijaya,Not Rated,144,None,5.0,1987,Somu,"Ambarish, Ambika, Ramesh Bhat, Dheerendra Gopal",,6
Sawalon Ka Safar,None,,Game-Show,,2019,,,,
Shimga,None,18,"Short, Drama",,2022,Sanat Ganu,"Anuya Baiche, Vinayak Lele",,
Gunjaa,None,29,"Short, Drama",,2014,Mrinal Dev,"Chandani Kumari, Ishu Kumari, Sanjana Shah, Yashwardhan Singh",,
Cancer aur Gupt Rog,None,,Drama,,1981,,,,
Kolam,None,9,"Short, Drama",,2022,Sudhakaran Subin,"Chelakkara Mohan, Mohan Ritu, Radhakrishnan Sarun, Kp Sreerag",,
Gulab,None,,"Short, Music",,2015,Navjit Buttar,"Dilpreet Dhillon, Goldy, Aman Hundal, Satpal",,
Aurat Ki Zindagi,None,,None,,1937,,Zubeida,,
Color Kanavugal,None,,Drama,,1998,Vishva,"Amarasigamani, Karan, Kushboo, Manivannan",,
Shlilatahanir Pore,None,,Drama,,2021,Reshmi Mitra,"Rahul Banerjee, Soumitra Chatterjee, Subham Imam, Moubani Sorcar",,
Slum Bala,None,,Drama,7.2,2008,D. Sumana Kittur,"Dinesh Mangaluru, Shubha Poonja, Umashree, Duniya Vijay",,5
Lootera Sultan,None,,Action,,1990,Yash Chouhan,"Dharmendra, Suresh Chatwal, Jack Gaud, Manjeet Kular",,
#Notashamed,None,,Short,,2018,,Arshdeep Singh,,
Kandanam,None,,Thriller,,2013,Subramaniam Janardhan,"Zita Mariya, Sai Rakesh, Nizhalgal Ravi",,
Bhuli Huena,None,,Drama,7.6,1987,Bijay Mohanty,"Jaya B., Narendra Behera, Shyamalendu Bhattacharjee, Debu Bose",,9
Dear Diya,None,25,"Short, Romance",,2021,Sreekumar Sampath,"Radhika Ravi, Megha Dileep, Thejas Jyothi, Soumya Satheesh",,
Yardo Duddu Yallammana Jathre,None,,Drama,,2003,A.R. Babu,"Devaraj, Jaggesh",,
Janam,None,,"Action, Crime, Drama",5.3,1993,Viji Thampi,"Murali, Siddique, Jagadish, Rajan P. Dev",,24
Tonic,None,134,"Short, Music",,2021,Agnijit Sen,Dev,,
Re HaiVaan,Not Rated,60,"Action, Adventure, Horror",,2018,Achyut Prashast Singh,Achyut Prashast Singh,,
Josh Jawani Da,None,,Romance,,1981,Surindra Kapil,"Satish Kaul, Babli, Mehar Mittal, Yogesh Chhabra",,
Telephone,None,20,Short,,2012,Amit Ray,"Debraj Guchhait, Amit Ray, Chiroshree Roy",,
Lockdown,None,123,Comedy,,2021,Baba,"Umantha Kalpana, Sai Kumar Pampana, Rocking Rakesh, Ashi Roy",,
Alo-O-Chhaya,None,,None,,1974,,Gurudas Bagchi,,
Flight 208,None,6,"Short, War",,2007,,Parvez Imam,,
Maro Kurukshetram,None,120,Drama,,1981,Lenin,"Bhanuchander, Nagabhushanam, Nuthan Prasad, Sharada",,
Paruthu [Hawk],None,,Thriller,,,Atchuthan Jaganathan,"Avinashi Sharma, Sharif Islam, Rob Trend, Jannat Dhillon",,
Dev-Ansh: Son of God,None,89,Thriller,,2020,Jimpa Sangpo Bhutia,"Sunny Basoya, Prateek Chaturvedi, Sajal Sharma, Yukta Sharma",,
Lady Doctor,None,,None,,1967,K. Sukumaran Nair,"Joseph Chacko, Madhu, Vaikom Mani, Kottarakkara Sridharan Nair",,
Marvel Man,None,,Action,,1964,,"Shakeela Bano Bhopali, Chandrakant, Mahesh Desai, Dhanraj",,
Uravai Katha Kili,None,,None,6.1,1984,,Thesingu Rajendar,,9
Ego - That Differs,Not Rated,36,"Short, Drama",8.0,2010,A.R. Sarkar,"Amresh, Ajay Dixit, Sparsh Khanchandani, Gulshan Pandey",,10
Umang Tarang,None,,Game-Show,3.8,1989,,"Shah Rukh Khan, Kumar Sanu",,805
Garuda,None,12,"Short, Fantasy",9.1,2016,Jaishankar Chigurula,Jaishankar Chigurula,,13
Sulphur,None,,"Short, Drama",,2020,,"Esther Anil, Mishal Raheja, Deepti Sati",,
The Blind Story,None,,"Short, Drama",,2018,Ta Aashiq,Barath,,
Surya Tejor Anya Naam,None,,Drama,,1991,Dinesh Gogoi,Jatin Bora,,
Hamara Ghar,None,,None,,1964,Khwaja Ahmad Abbas,"Pasha Azeem, Sunil Kaushik, Nana Palsikar, Yunus Parvez",,
Ruthna Manana: Paras Mehta & Anjali Arora,None,,"Short, Music",,2021,"Team D.S. Creations, 
Dinesh Sudarshan Soi","Anjali Arora, Kanha Mehta, Paras Mehta",,
Smuggler,None,,"Short, Action",,2018,Anil Madansuri,"Anil Madansuri, Vivek Magar, Ravi",,
Arrival,None,19,"Documentary, Short",7.3,1980,,Mani Kaul,,38
Madhuri- End is beginning,None,,"Short, Drama",,2022,Shahid Khan,"Sanjeev Dabholkar, Jini Akram Khan, Zuber K. Khan, Aarohi Saud",,
Dr. Bhawani,None,,Drama,,1989,Y. Nageswara Rao,"Gopalakrishna Paruchuri, Sharada",,
Dholi,None,,None,5.1,1982,Mehul Kumar,"Firoz Irani, Hitu Kanodia, Naresh Kanodia, Suraj Kanodia",,11
Jungle Boy,Not Rated,89,None,,1987,P. Chandrakumar,"Abhilasha, T.G. Ravi, Pattom Sadan, Bala Singh",,
Rambaan,None,,None,,1948,Vijay Bhatt,"Prem Adib, Raj Adib, Leela Mishra, Chandra Mohan",,
Veer Durgadas,None,,"Biography, History",,1960,Ramchandra Thakur,"Paidi Jairaj, Ajit Khan, Nirupa Roy",,
America Abbayi,None,,Drama,,1987,Singeetam Srinivasa Rao,"Rajasekhar, Radhika Sarathkumar, Ashwini, Charan Raj",,
Bene Bou,None,22,Drama,,2016,,"Chandni Saha, Raja Ghosh, Raja Chaterjee, Kanchana Moitra",,
Putravati,Not Rated,124,Drama,,1996,Bhaskar Jadhav,"Madhu Apte, Bal Dhuri, Kalap Joshi, Asha Kale",,
Mantra Shakti,Not Rated,103,Horror,,2002,,"Aishwarya, Shweta Menon, Siddique",,
Indrasabha,None,,Fantasy,,1925,Manilal Joshi,"K.B. Athavale, Khalil, Raja Sandow P.K., Siddimiya",,
Wajid,None,52,Drama,,2022,Aariz Ibrahim,"Neha Agarwal, Rohit Arora, Aariz Ibrahim, Prem Kumar",,
Sondha Bandham,None,22,Drama,,2012,,"Annapoorna, Badekilla Pradeep, M. Ramachanthiran, Naresh Eswar",,
Saloni,None,20,"Action, Drama, Family",,1975,,"Anil Dhawan, Gunn Kansara, Kishori Shahane, Yatin Karyekar",,
The Hidden Truth,None,,"Fantasy, Horror, Mystery",,,,"Aron Ayaan, Arya Ayaan",,
Alladin and the Wonderful Lamp,None,,Animation,5.2,1931,,Jal Ariah,,18
Jawaani Mein Barsaat,None,,Thriller,,2003,,,,
Diet Starts Tomorrow,None,,Talk-Show,,2018,,"Sami Sage, Aleen Dreksler, Nicole Pellegrino, Victoria Garrick",,
Thaalaattu Paadava,None,,None,3.7,1990,R. Sundarajan,"Jai Ganesh, Kushboo, Parthiban Radhakrishnan, Rupini",,6
Ye ladki sahi hai,None,,Short,,2020,Kumar Saurav Sinha,Pawan Singh,,
Bhagya Jathakam,None,,Drama,,1962,P. Bhaskaran,"Bahadur, Adoor Bhasi, Adoor Bhawani, T.S. Muthaiah",,
Neta Sabki Leta,None,,Comedy,,2015,,Veer Rajwant Singh,,
Naa Pilupe Pranhanjanam,None,,None,7.4,1986,,Krishna,,7
Bhale Khideelu,Not Rated,104,Drama,,1992,,"Brahmanandam, Kota Srinivasa Rao, Kaikala Satyanarayana",,
Aadhyamayi,None,,None,,1991,J. Vattoli,"Mala Aravindan, Idavela Babu, Kaladi Jayan, Lalithasree",,
Jhumka,None,,Romance,,1996,Michael Chinappa,"Bhavana Prasad, Satish Rai, Suneeta Sethi, Ajit Singh",,
The Journey of Karbala,None,,"Documentary, Short",,2022,Ruhool Ahmad Kawa,"Roshan Abbas, Ruhool Kawa, Ruhool Ahmad Kawa, Ali Shanawar",,
Maniac,None,160,"Action, Horror, Thriller",6.2,2011,Albin Joseph,"Mohan, Shob",,9
Sonar Baran Pakhi,None,86,"Biography, Musical",7.0,2016,Bobby Sarma Baruah,"Pranami Bora, Pranjal Saikia, Arati Baruah, Kamal Priya Das",,11
Food Mad,None,,None,,2013,,"Mayur, Rocky Singh",,
Anandha Ragam,Not Rated,131,Drama,,1982,Bharani,"Indra Devi, Goundamani, Aruna Mucherla, Radha",,
Ghajni,None,,Drama,,1943,,Master Vinayak,,
Home,None,5,"Short, Drama",,2015,Ranjan Sharma,"Ved Prakash, Aekansh Vats",,
Ittefaq,None,,None,,,,"Rajesh Khanna, Nakul Vaid, Prabha Sinha, Divya Dutta",,
Khun-e-Nahaq,None,,None,,1935,Ram Daryani,"Feroze Dastur, Dadi Sarkari",,
Daavu,None,,None,,,Rambhala,Chandran,,
Mangta Hai Kya,None,3,Musical,,,Ganesh Acharya,"Aditya Seal, Palak Tiwari",,
VEERAPPATHAKKAM,None,150,Drama,,1994,Manivannan,"Oovasi, Radhika, Sathyaraj",,
Waras Sarech Saras,None,133,Comedy,,2006,Subhash Phadke,"Anand Abhyankar, Kushal Badrike, Parag Bedekar, Abhijeet Chavan",,
Annapurnar Mandir,None,,Drama,,1936,Tincory Chakrabarty,"Chhabi Biswas, Jiben Bose, Manorama Devi, Maya Mukherjee",,
Indrajith,Not Rated,114,Action,4.2,2007,Haridaas,"Kalabhavan Mani, Indraja, Nedumudi Venu, Baburaj",,11
Ago Chumma Deda Rajaji,None,,Romance,,2005,Javed Sayyed,"Sweety Chhabra, Ravi Kishan, Kuldeep Kumar, Deepshikha Nagpal",,
...And Buddha Smiled!,None,21,Short,,2015,Maheshkumar Munjale,"Suraj Babar, Ruchita Bhujbal, Kshitish Date, Aashish Datir",,
Akela the Alone,None,58,Thriller,6.6,2014,Abrar,"Adil Ahamad, Roman Ajaz, Casim Bilal, Zahur Qadir",,11
17 Saal,None,,"Short, Drama",,2020,Anshul Sharma,"Rachna Muthreja, Ankit Navgwal, Rajesh Pal, Manish Panwar",,
Shandaar jatti,None,,"Short, Music",,2016,"Harry Bhatti, 
Janpal Singh","Jindu Bhullar, Jasleen Slaich",,
Netaji Palkar,None,136,None,,1939,Bhalji Pendharkar,"Lalita Pawar, Bakulabai, Bhaurao Datar, Master Vithal",,
Kotti,None,,Drama,,2010,Sivan,"Athish, Bhagyanjali, Sai Kumar, Anjali Nair",,
Juhi Aur Jamal,None,,"Short, Drama",,2019,Salil Singh,"Monika Chowdhury, Razia Khanam, Prashant Raj, Faraz Rizvi",,
PoHé,None,8,Short,,2018,Prashant Bhilare,"Viraj Kadam, Varun Marathe, Pushpalata Modak, Vasant Modak",,
Jodi,None,147,Drama,,2001,Kishore Sarja,"Shankar Ashwath, Ramesh Bhat, Mukhyamantri Chandru, Doddanna",,
Ruff & Tuff,None,,Drama,,2017,Mani Sinha,"Gunjan Bhardwaj, Gargy Khristy, Debajit Majumdar",,
Atmarpanam,None,,None,,1956,G.R. Rao,"Bahadur, T.S. Muthaiah, Kottarakkara Sridharan Nair, Thikkurisi Sukumaran Nair",,
Rajkumar Sooraj,None,,Action,,1973,,"Azaad Irani, Ratnamala, B.M. Vyas",,
Farz Ki Keemat,None,,Action,,1983,Sudhir Wahi,"Bhavana Bhatt, Bindu Desai, Kalpana Iyer, Satish Kaul",,
Prema Pilustondi,None,,Romance,,2010,Ajay Nathari,"Brahmanandam, Chanti, Sindhu Menon",,
Vairam,None,123,Drama,,2009,S.P. Selvadurai,"Navneet Kaur, Pasupathy, Richard Rishi",,
Makkhi,None,,Music,,2021,Ed Amrz,"Ravinder Grewal, Miss Pooja",,
Endnote,None,17,Short,6.8,2006,Ashish Avikunthak,"Ashwini Deo, Aditi Deo",,14
Two Brothers: Do Bhara,None,21,"Short, Drama",,2017,Raghbir Singh Toor,"Butta Singh, Avtar Singh",,
Gaduggai,None,127,Comedy,4.7,1989,Sarath,"Rajendra Prasad, Rajani, Suryakantham",,9
Open Doors,None,15,"Short, Drama",6.2,2010,Ashish Pandey,Sova Sen,,35
Bol,None,,Short,,2014,,Pooja BaturaPathak,,
Bankar's Bakheda,None,,Drama,,2016,,Mukesh Mishra,,
Friends Girlfriend,None,,"Short, Romance",,2021,Team Nticboys,"Naveen Koshle, Suraj Vishwakarma, Sm Ravi Chauhan",,
Musi - The Fading River,None,7,"Documentary, Short",,2018,,Aalap Tanna,,
Pichimaraju,None,,None,,1975,Rajendra Prasad V.B.,"Anjali Devi, Mukkamala, Sobhan Babu, Varalakshmi S.",,
Pyar Zindagi Hain,None,,"Short, Romance",,2001,,"Diya Abraham, Inder Sudan",,
Love,None,,Romance,,1994,,"Mickal, Mindu, Monika, Ravi",,
Sautela Pati,None,,Drama,,1985,B.R. Ishara,"Raj Kiran, Devendra Khandelwal, Asha Sachdev, Mazhar Khan",,
Humein Jahan Pyar Mile,None,,Romance,,1997,Priya Singh Paul,"Sandhya Mridul, Rohit Roy, Shivani Vazir",,
Badshah & Neeti Mohan: Bad Boy,None,2,Music,6.0,2019,,"Badshah, Jacqueline Fernandez, Neeti Mohan",,14
Pattanakke Banda Patniyaru,Not Rated,145,None,,1980,A.V. Seshagiri Rao,"T.N. Balakrishna, Dinesh, Halam, Pramila Joshai",,
Saint Tulsidas,None,,None,,1934,G. Devare Narayan,Shantakumari,,
Money Plant,None,16,"Short, Fantasy",9.2,2016,Aryans Kartheek Kandhi,"Raqesh, Sunitha, Tridev",,30
Jitters,None,,Short,8.0,2017,Jaskunwar Kohli,"Aman Uppal, Vaibhav Raj Gupta",,6
Xchange,None,,"Short, Drama",,2018,Tausif Husain,"Sandeep Naysrania, Sankalp Khattri",,
Naane Ennul Illai,None,,None,,2010,Jayachitra,"Gangai Amaran, Bhagyaraj, Bosskey, Gurleen Chopra",,
Paalam,None,,None,,1983,M. Krishnan Nair,"Madhu, Srividya, Ratheesh, Swapna",,
Faces,None,,None,,1971,,K.G. George,,
Koduthu Vaithaval,None,,None,6.0,1963,P. Neelakantan,"S.A. Ashokan, Sundari Bai, Saroja E.V., M.R. Radha",,6
Bapu,None,,Short,,2015,Abhishek Sengupta,"Mithu Chattopadhyay, Bhishma Guhathakurta, Uday Sankar Paul, Satrajit Sarkar",,
Zak Marli Mumbai Pahili,None,,Drama,,2001,Kuldeep Pawar,"Ramesh Bhatkar, Chetan Dalvi, Sudhir Joshi, Alka Kubal",,
Dhanush,Not Rated,150,Action,,2003,Nallamothu Srinivasa Rao,"Brahmanandam, Kirangill, Naveen Vadde",,
Relax Satya,None,126,"Crime, Thriller",5.8,2018,G. Naveen Reddy,"Manvita Kamath, Manjunath, Prabhu Mundkur",,5
Super Sarvottam Rice Bran Oil,None,,"Short, Family",,2019,,Amir Hashmi,,
Babai,None,14,"Documentary, Short, Biography",8.8,2014,,"Kavita Datir, Amit Sonawane",,5
Bhale Basava,Not Rated,150,None,,1969,Ranga B.S.,"Rama Devi, Jayanthi, Udaya Kumar, Chittor V. Nagaiah",,
Janani Janmabhoomi,None,,"Family, Drama, Musical",8.0,1984,K. Viswanath,"Nandamuri Balakrishna, Rajyalakshmi, Sakshi Ranga Rao, Kaikala Satyanarayana",,41
Gladrags Megamodel & Manhunt,None,,Reality-TV,,2013,,"Ravi Awana, Meenakshi Chand, Bhavya Shinde, Ujjwal",,
Unspoken,None,7,"Short, Romance",,2015,Srinu Pandranki,"Rizwana Baig, Arjun Kalyan, Srinu Pandranki, Pujita Ponnada",,
Amar Prem,None,,None,,1936,Natwar Shyam,Ansuya,,
Rehguzar,Not Rated,125,Drama,6.1,2006,Faruq Masudi,"Jimmy Shergill, Saloni Aswani, Rakesh Bedi, Mushtaq Khan",,59
Blood,None,18,"Short, Crime, Drama",,2017,,Raosaheb Alkute,,
Mai,None,,Drama,,1989,Rajkumar Sharma,"Narayan Bhandari, Padma Khanna, Vijay Khare, Pankaj Sharma",,
Sunhare Sapne,None,,"Documentary, Short",,1983,,Muzaffar Ali,,
Ooty,None,134,"Drama, Romance",,2016,Mahesh Kumar,"Avinash Narsimharaju, Naina Sarwar, Nikhil, Pandarahalli Raju",,
WHO:4,None,91,"Crime, Sci-Fi",,2017,Goutham Kanade,"Ryan Delgado Barreiro, Kashyap Bhaskar, Ross Dayman, Rosa Didonna",,
Vintha! Vintha! Vintha!,None,,"Short, Sci-Fi",,2022,,Varshith Parankusham,,
The Voyages,None,,Adventure,,2021,,,,
Ganesha Say's I am fine,None,,"Documentary, Short",,2014,,"Kamil Shaikh, Apoorv Sharma",,
Thank You Boss,None,120,Comedy,,2022,Deepak Antani,"Anand Goradia, Hitu Kanodia, Firdaus Mevawala, Jitu Pandya",,
Ishq Ka Toofan,None,,Romance,,1992,,,,
Fatehpur Beri: The Village of Bouncers,None,,Short,,2015,,Sumit Osmand Shaw,,
Raudi the Super Hero,None,,Action,,1987,Doraswamy Raju,"Amala Akkineni, Nagarjuna Akkineni, Jayasudha, Kushboo",,
Aangan,None,20,Drama,,1999,,,,
Krishna,Not Rated,133,"Drama, Romance",6.0,1996,Raja Krishnamoorthy,"Heera, Chinni Jayanth, Kasthuri, Kitty",,12
Yoddha Arjun Pandit,None,142,Drama,,2017,Jagdish A. Sharma,"Neha Shree, Pawan Singh",,
Adukkan Entheluppam,None,,Drama,7.2,1986,Jeassy,"Mammootty, Karthika, Shankar, Sukumari",,13
Santoshi Mata Vratha Mahatyam,None,,None,,1983,,Kamalakara Kameshwara Rao,,
Raamdhenu,None,,"Drama, Romance",7.7,2011,Munin Barua,"Prastuti Parasar, Jatin Bora, Utpal Das, Nishita Goswami",,27
THE KRN SHOW,None,,Talk-Show,,2022,,"Rahul Naman, Deepak Thakur, Maithili Thakur, Rishav Thakur",,
Owe,None,,"Short, Crime, Fantasy",,2019,Vignan Kaushik,"Satya Bhagat, Bindu Chandramouli, Syed Haroon, Madhu",,
Family 428,None,75,Comedy,,2013,,"Harinder Bhullar, Gurchet Chitrakar, Satinder Kaur Dhiman, Jaggi Dhuri",,
Korala Maan: Dismiss 141,None,4,Music,,2020,Parm Chahal,Korala Maan,,
Learning Modules for Rural Children,None,,Documentary,,1974,,Shyam Benegal,,
Moraliyo Tahuke Se...,None,5,Musical,,2022,Vikram Rajput,"Sneha Chauhan, Bhavesh Vanjara",,
Rishtey Mein Toh Hum Tumhare ...,None,7,"Short, Comedy",,2019,"Saptaraj Chakraborty, 
Shiva Varma","Mahesh Thakur, Mishkat Varma",,
Evaro Tanevaro,None,133,Drama,,2017,Babji,"Chalapathi Rao, Chammak Chandra, Naveen Gautam",,
Rehna Nahi Bin Tere,None,,Romance,,2022,G. Naveen Reddy,"Avinash, Sindhu Loknath, Rangayana Raghu, Aditi Rao",,
Vasantha Purnima,Not Rated,122,None,,1993,Bhargava,"Ambarish, Priyanka, Rama Aravind, K.S. Ashwath",,
Chaar Dewal er Golpo,None,,None,,2022,Samadarshi Dutta,"Amrita Chattopadhyay, Samadarshi Dutta, Rahul Banerjee, Basabdatta Chatterjee",,
Mundina Badalaavane,None,124,Drama,,2018,Praveen Bhushan,"Praveen Bhushan, Sangeetha",,
Mere Qadam Tere Pyar Mein,None,,Romance,,1995,,M.H. Adenwala,,
Durbar Gati Padma,None,21,Short,7.2,1971,,Ritwik Ghatak,,10
Anugraha,Not Rated,153,Musical,,1971,H.L.N. Simha,"Arathi, T.N. Balakrishna, Pandari Bai, K.S. Ashwath",,
Shanthi Muhurtham,None,34,"Short, Comedy",,2016,Anandmenon,"Badrikrishna, Krishnapriya, Sandeep Pradeep",,
Mahu Deewana Tahu Deewani,None,,"Comedy, Drama, Romance",,2010,Manoj Verma,"Anuj Sharma, Rizwana Shaikh, Yogendra Choubey, Upasana Vaishnav",,
Lagna Sathi Zalo Veda,None,,Comedy,,,Pramod Shrivastav,"Rushikesh Minakshi Wamburkar, Aswariya Badade",,
Watchmaker at Time's End,None,5,"Animation, Short, Comedy",,,Shaheen Sheriff,"Vishnu Chandran, Kiran Ravindran, Sunakshi Puri, Shaheen Sheriff",,
Kaash... What If,None,21,"Short, Drama",,2020,Nameeta Premkumar,"Mustafa Burmawala, Monikangana Dutta, Suchitra Krishnamoorthi, Shreya Narayan",,
Angaar Vadee,None,140,Action,,1998,Nazim Hassan,"Arun Govil, Musthafa Hyder, Saeed Jaffrey, Farida Jalal",,
Malicious Links,None,9,"Short, Drama",10.0,2021,Aishwary Dubey,"Rupali Dwivedi, Prahlad Rajput, Hrituraj Shrivastav",,5
Adhuri Vaat,None,10,"Short, Romance",7.7,2020,Dhruv Goswami,"Jhinal Belani, Mehul Solanki",,7
Angti Rohosso,None,82,Thriller,1.9,2018,Mohammed Ismail,"Dhiru Banerjee, Angela Chakraborty, Aniket Chatterjee, Susovan Das",,7
Preme Daivam,None,,Drama,,1957,R. Nagendra Rao,"Gummadi, Sandhya, Sriranjani",,
CarryMinati - Bye PewDiePie,None,,"Short, Music",7.1,2019,,CarryMinati,,16
Battlefield Enforcement,TV-14,49,"Action, Drama",2.4,2018,Achyut Prashast Singh,Achyut Prashast Singh,,12
Annanukku Jai,None,,None,5.0,1989,,"M.S. Bhaskar, Chinnijayanth, Ganthimathi, Venniradai Moorthy",,6
Berojgar,None,,Music,10.0,2022,Rajendra Gurjar,"Zakir Husain, Devendra Kumawat, Pooja Mathur, Nikhil Sharma",,59
We Are Not Your Monkeys,None,5,"Short, Music",6.0,1997,,Anand Patwardhan,,7
Julie,None,145,Drama,,2006,Poornima Mohan,"Ramesh Bhat, Sundeep Malani, Ramya",,
Ramudu Kadu Krishnudu,Not Rated,125,"Comedy, Drama, Romance",5.7,1983,Dasari Narayana Rao,"Akkineni Nageshwara Rao, Jayasudha, Sridevi, Rajasulochana",,15
Pacha Velicham,None,,None,,1985,M.S. Mani,"Asha, Azeez, Adoor Bhasi, Madhu",,
Anarkali,None,118,None,,1930,R.S. Choudhury,"Ruby Mayer, Dinshaw Bilimoria, Jilloo, Putli",,
Loharu Fort: the Great Story Never Told,None,19,"Documentary, Short, History",,2017,,Aditya Sangwan,,
Operation IPS,None,111,Drama,,2013,Mohan Kanth,"Aarthi Agarwal, Krishna Murali Posani",,
Chakravyuham,None,,None,7.4,1992,Balu Mahendra,"Archana, Gowthami, Jayalalitha, Mada",,8
Nirdoshi,None,136,Drama,,1967,Dada Mirasi,"Anjali Devi, N.T. Rama Rao, Kaikala Satyanarayana, Savitri",,
Lutera,None,,None,,1955,Ravindra Dave,"David Abraham, Nasir Hussain, Jabeen Jalil, Nasir Khan",,
Gunfighter Johnny,None,,None,,1972,K.S.R. Das,"Krishna, Jyothi Lakshmi",,
Prem by Chance,None,160,Romance,7.0,2010,"Abhijit Guha, 
Sudeshna Roy","Dwijen Banerjee, Suman Bannerjee, Biswajit Chakraborty, Abir Chatterjee",,41
Blind Date,None,7,"Short, Comedy",,2018,Amitansh,"Amitansh, Dhruv Raaj Bhatia, Samriddhi Pathak, Kajal Sharma",,
Naaga,None,122,Action,,,Lawrence Raghavendra,Lawrence Raghavendra,,
Black August,None,15,"Short, Horror, Mystery",5.4,2015,William Stewart,"Kamil Shaikh, Annkur Vinchuurkar, Trideep Takalkar, Nahed Hossain",,6
Nepoliyan,None,,Action,,1994,,"Babu Antony, Raghu, Vijayakumar, Vijayaraghavan",,
Ramkinkar,None,31,"Documentary, Short",7.8,1975,,Ritwik Ghatak,,11
Dil Bole India,None,,"Adventure, Comedy, Mystery",,,Jakee Patel,"Mukul Dev, Rahul Dev, Dinesh Lamba, Sunil Vishrani",,
Moksha,None,17,Short,,2018,Gagan Dang,"Rimple Dhindsa, Navreet Kaur, Balvansh, Nuhar Thind",,
Dogs Not Allowed: A Silent Movie,None,9,"Short, Drama",,2017,Manu Chobe,"Manumita Dahiya, Gagan Patel, Manoj Sarang, Shruti Sharma",,
Sabash Suri,None,160,Drama,,1964,Murthy,"Geetanjali, T. Kirshna Kumari, Rajanala, N.T. Rama Rao",,
Jigar,None,,None,2.6,1949,Master Bhagwan,Master Bhagwan,,28
Kafiyat,None,,Short,,2022,Bharat Saain,"Lavina Sadhwani, Devaa Sharma",,
Singaar,None,,"Drama, Family",7.4,1949,J.K. Nanda,"Paidi Jairaj, Suraiya, Madhubala, Madan Puri",,14
Thayu Chhe Shu Aa - Romantic Gujarati Song,None,,"Short, Romance",,2018,,Dhruv Kanabar,,
Rakata Chinhichhi Nijara Kie,None,,Drama,6.6,1999,Basant Sahu,"Mihir Das, Siddhanta Mahapatra, Aparajita Mohanty, Bijay Mohanty",,6
Santanam,Not Rated,187,Drama,7.0,1955,Ranganatha Dasu C.V.,"Sriranjani, Akkineni Nageshwara Rao, Savitri, Chalam",,8
Virattu,None,,Thriller,5.3,2014,Kumar Taurani,"Sujiv, Erica Fernandes, Pragya Jaiswal",,8
Anbukkarangal,Not Rated,140,None,,1965,K. Shankar,"K. Balaji, Devika, Shivaji Ganesan, Manimala",,
Savaal,None,,Drama,,2014,Dhananjay Balaji,"Prajwal Devaraj, Sadhu Kokila, Bullet Prakash",,
Nila: A river of sere sands,None,12,Short,9.6,2018,Samvid Anand,"Kukku Devaki, Rajan Poothirukkayil, Carolina Sally, Parukutty Amma Thirumittakod",,5
Kadhal Vaganam,None,167,Drama,7.2,1968,M.A. Thirumugham,"M.G. Ramachandran, S.A. Ashokan, Chandrakantha, O.A.K. Devar",,15
They Are Eternal,None,10,"Short, Fantasy, Mystery",,2017,Prashant Sharma,Anant Vikram Mishra,,
Sudhu Tomakei Chai,None,91,"Action, Drama",,2019,Surya,"Subhapriya Das, Somenath Dutta, Rik, Subham Seth",,
Buddha Weeps in Jadugoda,None,55,Documentary,8.3,1999,,Sriprakash,,10
Kiladigalu,None,122,Drama,,2020,Hariharan .Bp,"Gunavathi, Gururaj Hosakote, W. Rineesh Kumar, J. Samarth",,
The Bird of Time,None,,Documentary,,1991,,Goutam Ghose,,
Aladdin and the Wonderful Lamp,None,,"Adventure, Fantasy",,1933,Jal Ariah,"Abdul Rehman Kabuli, Rose, Narmada Shankar",,
Manthra,None,135,Drama,,2007,Tulasi Ram,"Jeeva, Karuna Sri, Charmme Kaur, Kausha Rach",,
Who's bra is this?,None,10,"Short, Western",,2022,Saurabh Samta Jain,"Harshika, Rohit Mehta",,
Kari Chirathe,Not Rated,138,"Action, Romance",3.3,2010,K. Madesh,"Duniya Vijay, Sharmiela Mandre, Yagna Shetty, Rangayana Raghu",,13
Zehad,Not Rated,130,Drama,,2003,Bikash Banerjee,"Papiya Adhikari, Arjun Chakraborty, Madhabi Chakraborty, Subrata Chatterjee",,
Stand Up,None,,Comedy,,2019,Akarsh Khurana,"Abir Abrar, Nipun Dharmadhikari, Zayn Khan, Adhaar Khurana",,
Multiversus I,None,6,"Short, Drama, Sci-Fi",,2017,,Faisal Khan,,
City of Dark,None,85,Drama,,2016,Spandan Banerjee,"Rupleena Bose, Sabyasachi Chakrabarty, Danish Husain, Sanjay Rajoura",,
