Movie Names,Certificate,Duration,Genre,Rating,Years,Director,Actors,Gross,Votes
Rasputin: Dark Prophet,Not Rated,70,Documentary,6.0,2019,Paul Madison,"Nicholas Alexandrovich, Rheta Childe Dorr, Praskovya Fedorovna Dubrovina, Mariana Fiore",,7
The Wind of Change,Not Rated,64,Drama,6.5,1961,Vernon Sewell,"Donald Pleasence, Johnny Briggs, Ann Lynn, Hilda Fenemore",,100
The Original Monster Mash,None,3,"Short, Comedy",7.6,2011,Justin Donaldson,"Roger Barr, Brynna Campbell, John Carpenter, Dana DeArmond",,20
Saturday Sunday Monday,None,98,Drama,7.2,1978,Alan Bridges,"Joan Plowright, Maggie Wells, Frank Finlay, Nicholas Clay",,41
Polaroid,Not Rated,25,"Short, Drama, Mystery",8.9,2021,Dante Aubain,"Adam Paul Hunter, Chris Jehnert",,114
Mon Je Kore Uru Uru,Not Rated,150,Romance,5.5,2010,Sujit Guha,"Biswajit Chakraborty, Hiran Chatterjee, Koyel Mallick, N.K. Salil",,71
Owned & Operated,None,106,Documentary,8.0,2012,Relic,"Jiddu Krishnamurti, The Dalai Lama, George Carlin, Eric Schurenberg",,512
Without Dowry,Approved,81,"Drama, Romance",6.9,1937,"Yakov Protazanov, 
Aleksandr Rou","Olga Pyzhova, Nina Alisova, Anatoli Ktorov, Mikhail Klimov",,152
Bitirimler Sosyetede,None,86,"Adventure, Comedy",6.2,1973,Zeki Ökten,"Kadir Inanir, Kartal Tibet, Gülsen Bubikoglu, Necdet Tosun",,504
The Travel Detective,TV-G,30,News,7.4,2013,,"Peter Greenberg, Scott McCartney, Arnie Weissmann, Tracy Gallagher",,7
Coming Up Roses,PG,93,Comedy,7.3,1986,Stephen Bayly,"Olive Michael, Richard Lewis, Edward Lewis, Michael Lewis",,75
Nuvva Nena,None,127,Comedy,4.6,2012,Narayana,"Sharwanand, Allari Naresh, Shriya Saran, Brahmanandam",,145
The Rally,None,130,"Action, Drama, Romance",7.5,2017,Deepak Anand,"Mirza, Arshin Mehta, Sachin Chhabra, Shezali",,515
Changelings,None,13,"Crime, Horror, Mystery",6.0,2013,,"Vincent Veloso, Danni Wang, Jacob Berger, Rene Ojeda",,27
Blood Cove 2: Return of the Skull,None,70,Horror,3.8,2020,James Ian Mair,"Lloyd Kaufman, Mark Dessauer, Autumn Reed, Erinn Swaby",,8
That Poppy: Lowlife,None,3,Music,7.9,2015,Titanic Sinclair,"Poppy, Brandon Burtis, Jimmy Redhawk James, Rene Napoli",,45
Childish Gambino: 3005,None,4,Music,8.1,2013,Hiro Murai,Donald Glover,,477
Sergei Polunin: Take Me to Church,None,4,Music,9.1,2015,David LaChapelle,Sergei Polunin,,379
The True Story of WrestleMania,PG,122,"Action, Sport",7.4,2011,Kevin Dunn,"Lou Albano, Ken Anderson, Kurt Angle, Steve Austin",,496
El jardín de la tía Isabel,None,104,"Adventure, Drama",6.5,1972,Felipe Cazals,"Jorge Martínez de Hoyos, Claudio Brook, Ofelia Guilmáin, Gregorio Casal",,25
XXX: Liquor,None,3,Short,6.5,2017,,Mattis Dovier,,7
Moje sestra,None,20,"Short, Drama",4.3,2010,Lukás Hrdý,"Josef Láska, Andrea Danková, Tereza Bílková, Jan Strejcek",,12
Man in Camo,None,85,"Documentary, Animation, Biography",8.7,2018,Ethan H. Minsker,"Tiago Abrantes, Syd Butler, Laura Flook, Un Lee",,86
Blight,None,15,"Short, Horror",6.9,2015,Brian Deane,"George Blagden, Alicia Gerrard, Joe Hanley, Marie Ruane",,65
The Double-Barrelled Detective Story,None,90,"Comedy, Western",5.6,1965,Adolfas Mekas,"Jeff Siggins, Greta Thyssen, Hurd Hatfield, Jerome Raphael",,10
Fotoromanzo,None,90,"Drama, Musical, Romance",5.0,1986,Mariano Laurenti,"Nino D'Angelo, Cinzia de Ponti, Bruna Feirri, Sofia Lombardo",,64
When We Are All Sleep,None,107,Drama,6.7,2009,Bahram Beyzaie,"Mozhdeh Shamsai, Alireza Jalali-tabar, Hesam Navab Safavi, Shaghayegh Farahani",,952
Ghetto Nerd Girl,Not Rated,7,"Comedy, Drama",8.5,2013,,"Roland Keller, Zachary Seekins, Melissa Damas, Tania Dutta",,14
Lapin 360,GP,88,Thriller,4.5,1972,Robert Michael Lewis,"Terry Kiser, Peggy Walton-Walker, Nehemiah Persoff, Anne Baxter",,21
Bloody Sun,Not Rated,90,"Action, Drama",4.1,1974,"Aldo Sambrell, 
Gérard Trembasiewicz","Christopher Mitchum, Claudine Auger, Aldo Sambrell, Michel Bouquet",,39
Inefable,None,11,"Short, Drama",8.7,2021,Gerard Oms,"Mateo Rodríguez, Maria Rodríguez Soto, Oriol Cervera, Albert Fernández",,14
The Brittle Thread,None,97,Drama,7.9,2021,Ritesh Sharma,"Megha Mathur, Muzaffar Khan, Sivan Spector, Syed Iqbal Ahmed",,14
Oliver Twisted,None,75,"Crime, Drama, Thriller",6.1,2013,David L. Powell III,"Jordy Barros, Hector Vee, Michael McFadden, José Alvarez",,15
Assent of a Woman,None,85,"Adult, Romance",5.6,1993,Jim Enright,"Alexis De Vell, Lacy Rose, Serenity, Jonathan Morgan",,107
Sisyphus K.,None,84,"Drama, Mystery",5.6,2015,Filip Gajic,"Bojan Dimitrijevic, Rambo Amadeus, Marija Pikic, Hana Selimovic",,49
Aramana Veedum Anjoorekkarum,Not Rated,114,"Comedy, Romance",6.3,1996,"Anil, 
Babu Pisharadi","Kaduvakkulam Antony, Harisree Asokan, Augustine, Baiju",,97
In My Skin,None,85,Documentary,6.9,2020,,"Toni Venturi, Val Gomes",,12
7/7 Ripple Effect 2,None,143,"Documentary, Crime, Mystery",8.5,2012,Muad Dib,Muad Dib,,18
Daisy Boy,None,10,Short,7.6,2021,"Darrin Bush, 
Aj Knight","Aj Knight, Indar Smith, Markus Molinari, Bronze Avery",,74
Lyogok na pomine,None,82,"Comedy, Sci-Fi",4.8,2014,"Evgeniy Abyzov, 
Ivan Kitaev","Garik Kharlamov, Kristina Asmus, Aleksandr Samoylenko, Yekaterina Vasilyeva",,433
King Crab,None,105,Drama,6.6,1980,Marvin J. Chomsky,"Barry Newman, Julie Bovasso, Jeffrey DeMunn, Joel Fabiani",,21
The Dark Side of Our Inner Space,None,98,Drama,5.2,2003,Roland Reber,"Mira Gittner, Marina Anna Eich, Sabine Lorenz, Manfred Gebauer",,28
Amazing Grace,Unrated,95,Drama,6.5,1992,Amos Guttman,"Sharon Alexander, Aki Avni, Dvora Bartonov, Ishai Golan",,165
Hart of the City,TV-MA,30,Comedy,5.5,2016,,"Kevin Hart, Plus Pierre, Crystal Powell, Josh Johnson",,56
Números,None,10,"Comedy, Drama, Sci-Fi",8.8,2014,,"Nono Gándara, Arantxa Sanchís, Mark Wakeling, Paul Reynolds",,5
Trouble for the Legion,None,85,Adventure,5.5,1953,Basilio Franchina,"Alberto Farnese, Irene Galter, Viviane Romance, Marc Lawrence",,55
Loving You,None,95,Drama,6.5,2003,Jean Stewart,"Niamh Cusack, Douglas Henshall, Marianne Jean-Baptiste, Maisie Preston",,33
Tina Takes a Break,None,65,Drama,7.9,2001,Penny Woolcock,"Kath Barber, Lee Brimble, Rachel Brooksby, Mark Catley",,45
In Full Bloom,None,11,"Animation, Short",6.5,2019,Maegan Houang,Kieu Chinh,,51
Millionen,None,87,Drama,5.8,2013,Fabian Möhrke,"Andreas Döhler, Carola Sigg, Levin Henning, Godehard Giese",,64
Home Sweet Hoboken,None,92,Comedy,7.3,2000,Yoshifumi Hosoya,"Ben Gazzara, Elizabeth Ashley, Jayce Bartok, Kat Brower",,32
Kendall K: Wear Em Out,None,3,Music,6.8,2015,Abby Lee Miller,"Kendall Vertes, Payton Ackerman, Kalani Hilliker, Addison Moffett",,19
Meow Meow,None,110,Crime,6.7,2022,Thomas Jacob,"Ashraf Ali, Aziz Perothian, Yuvraj Bhatia, Sana Shalini",,11
West of Thunder,Not Rated,85,"Drama, Mystery, Western",7.2,2012,"Jody Marriott Bar-Lev, 
Steve Russell","Dan Davies, Clifford Henry, Corbin Conroy, Steve Garcia",,40
Ek Ghar,Not Rated,100,Drama,7.4,1991,Girish Kasaravalli,"Naseeruddin Shah, Deepti Naval, Chanda, Rohini Hattangadi",,88
Stromae: Carmen,None,4,"Animation, Short, Music",7.8,2015,Sylvain Chomet,Stromae,,12
Paper Wasps,None,45,Horror,6.3,2017,Paul Moore,"Sunny La Rose, James Edward Holley, Katie Jo Fulks, Crosby Ford",,14
Liberty,None,85,"Adult, Drama, Romance",6.4,1972,James Wilson,"Thomas Stone, Shella Bancroft, Candy Samples, Sondra Heyward",,13
Afraid to Love,None,95,"Crime, Drama",6.7,1954,Georg Wilhelm Pabst,"Curd Jürgens, Elisabeth Müller, Albert Lieven, Vera Molnar",,55
Angel in Exile,Approved,90,"Crime, Drama, Romance",6.2,1948,"Allan Dwan, 
Philip Ford","John Carroll, Adele Mara, Thomas Gomez, Barton MacLane",,109
Where We Belong,None,78,Documentary,7.1,2019,Jacqueline Zünd,"Carleton Gogel, Sherazade Gogel, Thomas Kurmann, Alyssia Pascale",,44
Underworld,None,137,"Adult, Fantasy",6.2,2008,Tanya Hyde,"Eva Angelina, Michelle B., Lala X., Susie Best",,10
Wet & New,None,161,"Adult, Romance",9.0,2016,Stills By Alan,"Veronica Rodriguez, Dakota Skye, Vanessa Veracruz, Aaliyah Love",,8
Love from a Stranger,None,90,"Drama, Thriller",6.6,1938,,"Edna Best, Bernard Lee, Eileen Sharp, Esma Cannon",,8
Umezu Kazuo: Kyôfu gekijô - Mushi-tachi no ie,None,51,Horror,5.4,2005,Kiyoshi Kurosawa,"Hidetoshi Nishijima, Tamaki Ogawa, Hisako Shirata",,265
The Luminous View,None,88,Drama,6.1,2021,Fabrizio Ferraro,"Alessandro Carlini, Freddy Paul Grunert, Catarina Wallenstein",,23
The Golden Barge,G,84,"Comedy, Drama, Musical",7.2,1947,Joaquín Pardavé,"Sofía Álvarez, Pedro Infante, Carlos Orellana, René Cardona",,44
Satan's Cannibal Holocaust,None,70,Horror,2.1,2007,Jim Wayer,"Sheila Thiele, Mike Ketcher, Ashleigh Schremmer, Gus Stevenson",,327
La Sargento Matacho,None,93,"Action, Drama, History",7.0,2015,William González,"Fabiana Medina, Damián Alcázar, Marlon Moreno, Juan Pablo Barragán",,35
Doglegs,Not Rated,89,"Documentary, Action, Drama",8.0,2015,,Heath Cozens,,34
Ladies and Gentlemen,None,60,Comedy,4.4,2002,,"Yavuz Bingöl, Askin Nur Yengi, Oktay Kaynarca, Günay Karacaoglu",,68
Captain Scarlet vs. the Mysterons,None,90,"Action, Family, Sci-Fi",7.7,1980,"David Lane, 
Alan Perry, 
Desmond Saunders, 
Ken Turner","Sylvia Anderson, Ed Bishop, Gary Files, Cy Grant",,53
Due partite,None,94,Drama,6.4,2009,Enzo Monteleone,"Margherita Buy, Isabella Ferrari, Marina Massironi, Paola Cortellesi",,391
Primrose Hill,None,57,Drama,6.2,2007,Mikhaël Hers,"Hubert Benhamdine, Stéphanie Daub-Laurent, Thibault Vinçon, Jeanne Candel",,86
Star Wars: Hoshino,None,7,"Short, Fantasy, Sci-Fi",7.3,2016,Stephen Vitale,"Anna Akana, Tim McKernan, Eric Carrasco, Patrick Sullivan",,253
Survivorman Ten Days,TV-PG,60,Documentary,8.6,2012,,Les Stroud,,437
Los novios,None,110,"Comedy, Romance",6.7,1971,Gilberto Gazcón,"Silvia Pinal, Julio Alemán, Malú Reyes, Héctor Bonilla",,25
Into the Arctic II,None,85,Documentary,9.1,2011,Cory Trepanier,Cory Trepanier,,20
Nirmaan,None,133,Drama,8.0,1974,Ravi Tandon,"Navin Nischol, Anupama, Rehman Khan, Anoop Kumar",,8
Audit,PG-13,28,"Short, Comedy, Romance",5.8,2001,Brian To,"Judy Greer, Michael G. Kelley, Brian To, Sally Kirkland",,104
"Yes, Yes, Nanette",Passed,9,"Family, Short, Comedy",5.4,1925,"Clarence Hennecke, 
Stan Laurel","Lyle Tayo, James Finlayson, Grant Gorman, Sally O'Neil",,220
Chernite angeli,None,139,Drama,7.2,1970,Vulo Radev,"Stefan Danailov, Dorotea Toncheva, Violeta Gindeva, Iossif Surchadzhiev",,98
Czech Is in the Male,X,89,Adult,7.2,1998,William Higgins,"Pavel Dubcek, Martin Pravda, Milan, Pavel Korsakov",,6
Boney M.: Rasputin,None,5,Music,7.0,1978,,"Marcia Barrett, Bobby Farrell, Boney M., Liz Mitchell",,46
The Secret Passion of Robert Clayton,R,91,Drama,5.0,1992,E.W. Swackhamer,"John Mahoney, Scott Valentine, Eve Gordon, Kevin Conroy",,43
I'll Teach You Love,None,70,Romance,7.2,2010,Sung-Soo Park,"Tae-young Ki, Gyu-ri Kim",,57
Foot Path,None,148,"Comedy, Crime, Drama",7.8,1953,Zia Sarhadi,"Dilip Kumar, Meena Kumari, Ramesh Thapar, Anwar Hussain",,70
Karsten og Petra på vinterferie,None,73,Family,6.5,2014,Arne Lindtner Næss,"Nora Amundsen, Hilde Louise Asbjørnsen, Janne Formoe, Thorbjørn Harr",,94
Steps: Here and Now,None,4,Music,6.6,2001,Marek Losey,"Lee Latchford-Evans, Claire Richards, Lisa Scott-Lee, Steps",,10
Yperoha plasmata,None,45,"Comedy, Romance",7.4,2007,,"Mirto Alikaki, Yorgos Pirpassopoulos, Faidra Drouka, Maria Konstadaki",,386
Angel of the Island,None,50,Adult,6.3,1989,Richard Mailer,"Angel, Aja, Tom Byron, Mike Horner",,108
Debbie Does Las Vegas,X,62,Adult,3.8,1981,Ray Dennis Steckler,"Debbie Truelove, Helen Madigan, Antoinette Maynard, Ray Dennis Steckler",,23
Lifelike,None,6,"Short, Sci-Fi",6.6,2018,Chris Vanderhorst,"H. Richard Greene, Rick Lundgren, Deanna Noe",,23
Aztec Revenge,None,80,"Fantasy, Horror",7.5,2015,Aaron Crozier,"Mil Máscaras, Kurt Mirtsching, Kirsten Olson, Jeffrey Uhlmann",,10
Bullit & Riper,None,90,Comedy,4.8,2020,"Olivier Baroux, 
Kad Merad","Kad Merad, Olivier Baroux, Philippe Magnan, Lionel Abelanski",,20
Goodbye Mr. Loser,None,105,Comedy,6.5,2017,Adrian Teh,"Ian Fang, Phoebe Huang, Jack Lim, Richard Low",,25
Breakfast in Bed,None,99,Comedy,6.3,1963,Axel von Ambesser,"Liselotte Pulver, O.W. Fischer, Lex Barker, Ann Smyrner",,41
Fighting Fools,Approved,69,"Drama, Comedy",6.4,1949,Reginald Le Borg,"Leo Gorcey, Huntz Hall, Gabriel Dell, Frankie Darro",,271
Horizon,None,99,"Drama, War",6.6,1967,Jacques Rouffio,"Jacques Perrin, Macha Méril, René Dary, Monique Mélinand",,39
Bitter Victory,None,105,"Drama, Thriller",6.3,2009,François Favrat,"Clovis Cornillac, Christian Clavier, Sami Bouajila, Vimala Pons",,196
The Odd Girl,None,90,Drama,6.4,2017,Laurent Perreau,"Laura Smet, Samir Guesmi, Laurent Poitrenaux, Marie Bunel",,117
Vzpoura hracek,None,14,"Animation, Short",7.5,1946,"Frantisek Sádek, 
Hermína Týrlová","Jindrich Láznicka, Eduard Linkers",,68
Hounds,None,18,"Short, Documentary",6.9,2019,,Halima Ouardiri,,107
The Underwoods of Napa Valley Kenton's Vintage Affair,None,97,Romance,3.4,2018,"Janice Dennie, 
Janice Dennie","Ayanna Alvarez, Vonn Scott Bair, Calvin Franklin, Patricia Franklin",,12
Anta Mana Manchike,Not Rated,176,Drama,5.7,1972,Bhanumathi Ramakrishna,"Bhanumathi Ramakrishna, Krishna, Nagabhushanam, Dhulipala",,9
Robin Hood: The First Outlaw Hero,Not Rated,60,"Documentary, History",5.6,2004,"Jason Hreno, 
Jon Kalina","Ali Asghar, Izi Banton, Barrie Dobson, Douglas Fairbanks",,10
The Faeries of Blackheath Woods,None,4,"Short, Fantasy, Horror",6.6,2006,Ciarán Foy,"Katie Keogh, Orla O'Rourke, Bernard Kelleghan",,178
Madness in Bloom,None,121,"Action, Adventure, Drama",6.6,2002,Kenji Sonoda,"Yôsuke Kubozuka, Yoshio Harada, Yôsuke Eguchi, Rie Hagiwara",,172
That's What She Told Me,None,17,Short,7.2,2011,Kim Cummings,"Kate Greer, Anthony Mecca, James Augustus Lee, Rebecka Ray",,9
Ragmork,None,86,"Drama, Horror, Thriller",4.8,2019,Eric Widing,"Tim Novotny, John Bradley Hambrick, Geoff Burkman, Erin R. Ryan",,66
Oriental Sexpress,None,80,Adult,5.6,1984,R. William,"Asia, Laya, Lili Marlene, Blair Harris",,7
The Csardas Princess,None,95,"Musical, Romance",7.1,1934,Georg Jacoby,"Mártha Eggerth, Hans Söhnker, Paul Kemp, Inge List",,29
Enrique Iglesias: Do You Know?,None,4,Music,6.8,2007,Jessy Terrero,"Jon Abrahams, Pamela Burgos, Greg Carlson, Enrique Iglesias",,17
The Six-Sided Triangle,None,29,Short,6.1,1963,Christopher Miles,"Sarah Miles, Nicol Williamson, Bill Meilen",,17
The Final Test,None,89,"Action, Sci-Fi",5.9,1987,Kin Lo,"Austin Wai, Deborah Sims, Siu-Ho Chin, Wah Yuen",,44
Scumrock,None,79,"Comedy, Drama",6.7,2002,Jon Moritsugu,"Courtney Stephens, Victor of Aquitaine, Craig Baldwin, Matt Bonar",,72
Henri Langlois: The Phantom of the Cinémathèque,Not Rated,128,"Documentary, Biography, History",7.8,2004,Jacques Richard,"Henri Alekan, Catherine Allégret, Jo Amorin, Jean-Michel Arnold",,413
Sobbin' Women: The Making of 'Seven Brides for Seven Brothers',None,35,"Documentary, Music",7.7,1997,Scott Benson,"Howard Keel, Stanley Donen, Saul Chaplin, Michael Kidd",,118
El apartamento de la tentación,None,96,"Adventure, Comedy, Romance",4.5,1971,Julio Buchs,"Carmen Sevilla, Juan Luis Galiardo, José Sacristán, Helga Liné",,34
Park Lanes,None,480,Documentary,7.0,2015,,Kevin Jerome Everson,,22
Pretend I'm Not Here,None,101,Drama,6.6,2000,Olivier Jahan,"Jérémie Renier, Aurore Clément, Johan Leysen, Sami Bouajila",,400
Saved by Language,Not Rated,53,Documentary,7.4,2015,,"Bryan Kirschen, Susanna Zaraysky",,5
The Case of the Black Parrot,Passed,60,"Crime, Drama, Mystery",5.9,1941,Noel M. Smith,"William Lundigan, Maris Wrixon, Eddie Foy Jr., Paul Cavanagh",,251
Rihanna: Don't Stop the Music,G,4,Music,6.4,2007,Anthony Mandler,"Nolan Padilla, Rihanna",,526
The Secret of King Mahi's Island,None,76,"Action, Adventure",5.3,1988,"Leonard Hayes, 
Jim Gaines","Jerry Bailey, Bobby Clinton, Fred Cominos, Gary Daniels",,19
Madness and Genius,None,103,Drama,7.4,2003,Ryan Eslinger,"Tom Noonan, David Williams, David James Hayward, Christy Meyers",,56
The Chrysanthemum and the Guillotine,Not Rated,189,"Drama, History",6.2,2018,Takahisa Zeze,"Shun Sugata, Masahiro Higashide, Masatoshi Nagase, Tatsushi Ômori",,109
Working Slowly (Radio Alice),None,111,Drama,6.7,2004,Guido Chiesa,"Marco Luisi, Tommaso Ramenghi, Claudia Pandolfi, Valerio Mastandrea",,629
Private Lies,R,86,"Crime, Drama",3.4,2000,Ellyn Michaels,"Elizabeth Pires, Tim Holmes, Michael Taylor, Brandy Davis",,59
"The Good, the Bad, the Hungry",None,77,"Documentary, Sport",6.8,2019,Nicole Lucas Haimes,"Joey Chestnut, Takeru Kobayashi, George Shea",,157
Il furto è l'anima del commercio!?...,None,105,"Comedy, Crime",5.5,1971,Bruno Corbucci,"Alighiero Noschese, Enrico Montesano, Ave Ninchi, Lino Banfi",,46
Ride a Wild Stud,None,70,"Drama, Western",4.1,1969,Oliver Drake,"Hale Williams, Josie Kirk, Frenchy Le Boyd, Cliff Alexander",,21
Final Decision,R,95,Action,5.9,1997,Geno Hart,"Darryl Drake, Jerry Dixon, Angel de Santi, Timothy Di Pri",,27
Los crímenes de Mar del Norte,None,95,Crime,5.8,2017,José Buil,"Astrid Romo, Norman Delgadillo, Vico Escorcia, Sofía Espinosa",,47
Wave,None,111,None,6.0,2001,Hiroshi Okuhara,"Kensaku Watanabe, Asako Kobayashi, Chiharu Konno, Tatsushi Ômori",,25
Der Fall Bachmeier - Keine Zeit für Tränen,None,95,Drama,6.4,1984,Hark Bohm,"Marie Colbin, Michael Gwisdek, Christine Limbach, Angela Schmid",,52
Ragnarok,None,35,Short,7.5,2018,Ole Fredrik Wannebo,"Sondre Klæboe Jacobsen, Mari Welde, Jens Bastian Aamodt, Simon Stokke",,27
The Royal Variety Performance 2015,Not Rated,121,Music,9.2,2015,Julia Knowles,"David Boyd, Cirque du Soleil, The Corrs, Rob Falconer",,15
Ma fille est innocente,None,100,Drama,6.0,2007,Charlotte Brändström,"Isabel Otero, Bernard Yerlès, Joséphine Serre, Aurélien Wiik",,21
Adulthood,None,102,"Comedy, Drama, Romance",6.7,2015,Katherine Randolph,"Sara Fletcher, Alex Petrovitch, Katherine Randolph, John F. Beach",,33
Le silence,None,100,Drama,6.0,2004,Orso Miret,"Mathieu Demy, Natacha Régnier, Thierry de Peretti, Muriel Solvay",,114
Girls Rock!,PG,90,"Documentary, Music",6.8,2007,,"Arne Johnson, Shane King",$0.16M,165
"For God's Sake, Get Out!",None,21,"Documentary, Short, Horror",6.9,2005,Greg Carson,"Margot Kidder, James Brolin",,38
The Good Life,None,125,"Drama, Mystery, Thriller",5.2,2013,"Owen McManus Jr., 
Owen McManus","Robert McGill Jr., Janell Flugence, Selam Workeneh, Owen McManus Jr.",,22
Dykket,PG-13,90,"Action, Thriller, Drama",6.4,1989,Tristan de Vere Cole,"Bjørn Sundquist, Frank Grimes, Michael Kitchen, Eindride Eidsvold",,378
TV's Western Heroes,Not Rated,120,"Documentary, Talk-Show, Western",7.6,1993,Paul Harris,"Will Hutchins, Lee Aaker, Don Adams, Nick Adams",,9
Mutants,None,17,"Short, Comedy, Drama",6.9,2016,Alexandre Dostie,"Joseph Delorey, Tanya Quirion, Jérémy Labonté, Francis La Haye",,66
Words of Everest,PG,46,"Documentary, Drama, History",8.2,2013,Paul Copeland,"Stephen Campbell Moore, Jon Edgley-Bond, Jason Flemyng, Freddie Fox",,21
DYLAN,None,30,"Comedy, Horror",8.5,2017,,"Harry Baer, Denise Owono, H.K. DeWitt, Alberto Finadri",,59
Hip Hop Teacher,None,15,"Short, Comedy",6.6,2017,,"Lee Joo-young, Yura, Ahn Woo-yeon, Min-soo Park",,16
Guntucky,None,60,Reality-TV,6.7,2013,,"Edward B. Franke, Loretta Young Franke",,17
Young and Innocent,None,85,Thriller,7.3,2017,Jesse Robinson,"Casey Kniseley, Gideon Shils, Conor Scanlan, Julia Klavans",,45
Sacred Space,None,13,"Short, Drama",9.6,2019,Rankin Dean,"Cheney Emberg, Lauren McDonald, Corban Gililland, Rankin Dean",,7
The Tiger of Eschnapur,None,96,Drama,6.1,1938,Richard Eichberg,"Kitty Jantzen, La Jana, Philip Dorn, Alexander Golling",,116
Gokudô sensô: Butôha,None,115,None,7.0,1991,Sadao Nakajima,"Kiichi Nakai, Chiharu Matsuyama, Keiko Masuda, Eiko Nagashima",,10
The Story of 'Rapunzel',TV-G,11,"Animation, Short",6.5,1951,Ray Harryhausen,Del Moore,,200
L'état et moi,None,85,"Comedy, Drama, Fantasy",6.1,2022,Max Linz,"Hauke Heumann, Martha Mechow, Jeremy Mockridge, Bernd Moss",,17
Beijo na Boca,None,97,"Crime, Drama",5.3,1982,Paulo Sérgio de Almeida,"Mário Gomes, Claudia Ohana, Joana Fomm, Milton Moraes",,101
The Orgasm Raygun,None,6,Short,8.4,1998,Martin Gooch,"Justin Barrett, Leslie Phillips, Linal Haft",,22
A Moment of Love,None,94,Romance,6.6,2013,Gavin Lin,"Shi Shi Liu, Vic Chou, Yiwei Zhou, Yun Liu",,50
Sigfrido,None,97,"Adventure, Drama, Fantasy",5.8,1957,Giacomo Gentilomo,"Sebastian Fischer, Ilaria Occhini, Rolf Tasna, Katharina Mayberg",,61
Kolkata Calling,None,118,Drama,5.3,2014,Mainak Bhaumik,"Kaushik Sen, Ritwick Chakraborty, Raima Sen, Samrat Chakraborty",,44
Rod Stewart: Lost in You,None,5,Music,6.2,1988,Jonathan Kaplan,"Rod Stewart, Denise H. Greer",,13
The Brain: A Secret History,None,60,Documentary,7.5,2011,,Michael Mosley,,24
Fadhma N'Soumer,None,110,"Drama, History, War",7.1,2014,Belkacem Hadjadj,"Laëtitia Eïdo, Assaad Bouab, Melha Bossard, Melha Maameri",,20
The Other Side,None,17,"Short, Drama",7.7,2020,Josh Leong,"Ethan Herisse, Wayna, Adonai Kelelom, Zelalem Ashiny",,13
Front Row Late,None,30,"Music, News, Talk-Show",7.6,2017,,"Mary Beard, Shahidha Bari, David Olusoga, Ella Whelan",,36
Jimmy Failla State of the Union,Unrated,57,Comedy,8.7,2016,Bob Lampel,Jimmy Failla,,7
Berlin '39,None,90,"Action, Drama",5.6,1993,Sergio Sollima,"Ken Marshall, John Savage, Kay Rush, Maddalena Crippa",,45
Fröken Kyrkråtta,None,86,Comedy,5.3,1941,Schamyl Bauman,"Marguerite Viby, Edvin Adolphson, Ernst Eklund, Karl-Arne Holmsten",,54
