Movie Names,Certificate,Duration,Genre,Rating,Years,Director,Actors,Gross,Votes
O for a Thousand Tongues,None,15,"Short, Drama, Thriller",8.2,2017,Nathanael Vass,"Grace Dove, Michael Antonakos, Duane Howard, John Cook",,5
City of Sin,X,63,"Adult, Comedy",4.2,1971,Howard Ziehm,"Ben Tremain, Barry Williams, John Maxwell, Linda McDowell",,25
Case#13,None,86,Horror,6.1,2014,Johnny Martin,"Seth Allyn Austin, Ian Bamberg, Katie Buck, Lindsay Bushman",,20
Shaolin Deadly Kicks,None,89,Action,5.4,1979,Wu Ma,"Tao-Liang Tan, Chun-Erh Lung, Lieh Lo, Hui-Lou Chen",,156
P. Diddy Feat. Nicole Scherzinger: Come to Me,None,5,Music,4.7,2006,Chris Robinson,"Sean 'Diddy' Combs, Nicole Scherzinger",,13
King Tut Unwrapped,None,90,Documentary,8.4,2010,,"Zahi Hawass, Fayçal Azizi, Nick Schatzki",,54
Dyn Amo,None,120,Drama,6.9,1972,Stephen Dwoskin,"Jenny Runacre, Pat Ford, Catherine Kessler, Linda Marlowe",,119
Fantastic Animation Festival,PG,91,"Animation, Family",7.4,1977,"Dean A. Berko, 
Christopher Padilla","Spike Milligan, Paul Frees",,115
1812. Ulanskaya ballada,None,98,"Adventure, Drama, History",2.5,2012,Oleg Fesenko,"Gediminas Adomaitis, Anatoliy Belyy, Sergey Bezrukov, Anya Chipovskaya",,398
Polska smierc,None,81,"Crime, Thriller",5.5,1995,Waldemar Krzystek,"Cezary Pazura, Agnieszka Pilaszewska, Jan Machulski, Henryk Bista",,28
Jugofilm,None,88,Drama,7.1,1997,Goran Rebic,"Wolf Bachofner, Aleksandar Jovanovic, Michael Jovanovic, Ratka Krstulovic",,77
Wild World,None,66,Thriller,6.8,2021,Saye Sashank Polavarapu,"Aishwarya Hollakal, Shiva Rama Krishna, Kiran Paleru",,17
When Svante Disappeared,None,83,"Musical, Drama",6.5,1975,Henning Carlsen,"Povl Dissing, Benny Andersen, Fritze Hedemann, Ingolf David",,52
Michel Gondry 2: More Videos (Before and After DVD 1),None,150,"Comedy, Music",7.6,2009,Michel Gondry,"Dick Annegarn, Beck, Björk, Emma de Caunes",,77
Take Your Pick,None,30,Game-Show,8.0,1955,,"Michael Miles, Michael Bentine, Alec Dane, Bob Danvers Walker",,21
Convinced,None,16,"Short, Drama",7.3,2021,"Lyubomir Petkov, 
Tsvetoslav Tsonev","Nikolay Kenarov, Lili Stancheva, Rumen Vasilev",,16
This Is the Husband I Want!,None,120,"Comedy, Drama",7.0,2009,"Sumitra Bhave, 
Sunil Sukthankar","Mohan Agashe, Radhika Apte, Omkar Govardhan, Vidula Javalgekar",,40
Winter's End,None,98,Thriller,6.6,2005,Patrick Kenny,"Michael Crowley, Jill Bradbury, Paul Whyte, Adam Goodwin",,"1,727"
Die Welt steht still,None,89,Drama,6.2,2021,Anno Saul,"Natalia Wörner, Marcus Mittermeier, Klaus Pohl, Lena Stolze",,61
Jean-du-sud autour du monde,None,100,Documentary,8.0,1984,Yves Gélinas,Yves Gélinas,,9
Private Banking,None,200,Drama,7.0,2017,,"Stephanie Japp, Bruno Todeschini, Dietrich Siegl, Bettina Stucky",,167
Talking Black in America,None,66,"Documentary, History",8.8,2017,,"Hutcheson Neal, Danica Cullinan, Neal Hutcheson",,15
Wyrok na Franciszka Klosa,None,96,"Drama, War",5.9,2000,Andrzej Wajda,"Miroslaw Baka, Grazyna Blecka-Kolska, Maja Komorowska, Katarzyna Bosacka",,116
Carabinieri si nasce,None,91,Comedy,2.4,1985,Mariano Laurenti,"Sandro Ghiani, Diego Cappuccio, Alessandro Benvenuti, Malisa Longo",,59
Virgin Road,None,45,"Drama, Romance",7.4,1997,,"Emi Wakui, Takashi Sorimachi, Akira Kubo, Kimiko Yo",,32
Until Then,None,90,Drama,8.7,2018,Basil Alamri,"Dan Gilvezan, Austin Manley, Andrea Taylor, Matthew Erick White",,14
Barbarians,None,87,Drama,5.4,2014,Ivan Ikic,"Zeljko Markovic, Nenad Petrovic, Aleksandar Pitulic, Kagai Muriithi",,621
Miss Fane's Baby Is Stolen,Passed,70,"Crime, Drama",6.6,1934,Alexander Hall,"Dorothea Wieck, Alice Brady, Baby LeRoy, William Frawley",,46
The World Accuses,Approved,62,Drama,5.1,1934,Charles Lamont,"Vivian Tobin, Dickie Moore, Cora Sue Collins, Russell Hopton",,44
Madame Sousou,None,80,Comedy,8.1,1948,Takis Mouzenidis,"Marika Nezer, Vasilis Logothetidis, Giorgos Pappas, Dinos Iliopoulos",,42
Godfather,None,145,Drama,5.8,2012,Sethu Sriram,"Upendra, Soundarya Jayamala, Ramesh Bhat, Hema Chaudhari",,75
Manila,Not Rated,85,Drama,6.2,2009,"Adolfo Alix Jr., 
Raya Martin","Piolo Pascual, Rosanna Roces, Jay Manalo, Alessandra de Rossi",,117
Vera,None,88,Drama,6.9,1986,Sergio Toledo,"Ana Beatriz Nogueira, Raul Cortez, Aida Leiner, Carlos Kroeber",,232
Anthaka Mundu Aa Tarvatha,None,151,"Drama, Romance",6.5,2013,Mohana Krishna Indraganti,"Sumanth Ashwin, Eesha Rebba, Madhoo, Rao Ramesh",,152
Rumik World: Mermaid Forest,Unrated,55,"Animation, Drama, Horror",6.9,1991,Takaya Mizutani,"Kôichi Yamadera, Michael McGhee, Minami Takayama, Annemarie Lawless",,241
Dealer,None,106,"Action, Adventure, Comedy",5.4,2018,"Lundon Boyd, 
Jeremy Cloe, 
Cody LeBoeuf, 
Ryan LeBoeuf, 
Jerry Thompson, 
Mike Thompson, 
Adam Zielinski","Lundon Boyd, Pat Healy, Chris Russell, Emily Davenport",,672
Sesame Street: Sing Along,TV-Y,31,"Short, Family, Music",7.9,1987,"Jon Stone, 
Lisa Simon","Caroll Spinney, Jim Henson, Frank Oz, Jerry Nelson",,17
Popcorn und Paprika,None,88,Comedy,6.2,1984,Sándor Szalkay,"Siegfried Rauch, John Jürgens, Jenny Jürgens, Corinna Drews",,32
The Exterminators,None,95,"Action, Crime, Drama",5.0,1965,Riccardo Freda,"Richard Stapley, Robert Manuel, Jany Clair, Valeria Ciangottini",,80
Life in the Blue,None,48,Documentary,7.6,2016,Rafa Herrero Massieu,Dave Birch,,80
Unnai Kodu Ennai Tharuven,None,157,Romance,4.0,2000,Kavee Kalidas,"Ajith Kumar, Simran, Charlie, Chinnijayanth",,303
Seinpost Den Haag,None,50,Crime,6.8,2011,,"Victor Löw, Jim Bakkum, Charlie Chan Dagelet, Terence Schreurs",,96
The Hat Goes Wild,None,90,"Crime, Thriller",4.6,2012,Guy Sprung,"Monroe Black, Sarah Booth, Normand D'Amour, Mackenzie Davis",,36
L'incomparable mademoiselle C.,None,103,Comedy,6.0,2004,Richard Ciupka,"Marie-Chantal Perron, Pierre Lebeau, Michel Laperrière, Mylène St-Sauveur",,133
Marshmello & Halsey: Be Kind,None,3,Music,8.0,2020,Hannah Lux Davis,"Halsey, Marshmello",,37
Saphalyam,Not Rated,150,Drama,5.3,1999,G.S. Vijayan,"Suresh Gopi, Sangeetha, Kalamandalam Kesavan, Kalabhavan Mani",,21
Slipknot: Left Behind,None,4,Music,7.7,2001,Dave Meyers,"Shawn Crahan, Chris Fehn, Craig Jones, Joey Jordison",,46
Little Hands,None,15,"Short, Drama, Thriller",6.6,2017,Rémi Allier,"Emile Moulron Lejeune, Jan Hammenecker, Steve Driesen, Sandrine Blancke",,432
Stella for Star,None,12,Short,7.5,2019,Nick Singer,"Robin Weigert, Gibson Ledgerwood, Kaitlyn Hall, Leslie Nipkow",,10
"Golem, l'esprit de l'exil",None,105,Drama,5.9,1992,Amos Gitai,"Hanna Schygulla, Vittorio Mezzogiorno, Ophrah Shemesh, Samuel Fuller",,80
Bandish,Not Rated,129,"Comedy, Drama, Musical",7.3,1955,Satyen Bose,"Ashok Kumar, Meena Kumari, Daisy Irani, Bhanu Bannerjee",,30
Blue Rodeo,None,87,"Drama, Romance",7.0,1996,Peter Werner,"Ann-Margret, Kris Kristofferson, Corbin Allred, Jude Herrera",,106
The Rick & Bubba Show,TV-PG,120,Talk-Show,8.3,2002,,"Rick Burgess, Bill 'Bubba' Bussey Jr., Calvin 'Speedy' Wilburn, Greg Burgess",,32
Nine 1/2 Minutes,None,10,"Short, Romance",6.5,2002,"Josh Appignanesi, 
Misha Manson-Smith","David Tennant, Zoe Telford, Marcus Markou, Félicité Du Jeu",,124
Bolo Hau,None,94,"Comedy, Romance",5.9,2021,Tarun Dhanrajgir,"Jahnavi Dhanrajgir, Adnan Sajid Khan, Preeti Nigam, Ankit Rathi",,9
Princess Diana: The Secret Tapes,None,120,"Documentary, Biography",7.8,2004,,Jason Raff,,43
Teeny Exzesse 35 - Feuchte Höschen,None,87,Adult,5.7,1995,Harry S. Morgan,"Anais, Rodolphe Antrim, Olivia Del Rio, Alain L'Yle",,9
Oddly Coupled,None,69,Comedy,4.3,1970,"Henry Bolder, 
Karl Rawicz","Barbara Adams, Janus Adams, Betty Blake, Jack Dawn",,31
Strictly Dynamite,Passed,71,"Comedy, Music",5.6,1934,Elliott Nugent,"Jimmy Durante, Lupe Velez, Norman Foster, William Gargan",,163
Cahide's Open Marriage,None,26,"Short, Comedy",4.7,2016,Ali Kemal Guven,"Sevil Aki, Nuri Harun Ates, Sezai Aydin, Lale Belkis",,48
Idol on Parade,None,88,Comedy,5.6,1959,John Gilling,"William Bendix, Anthony Newley, Anne Aubrey, Lionel Jeffries",,193
Rhapsody,None,15,"Short, Drama",6.7,2016,Constance Meyer,"Gérard Depardieu, Guillaume Nicloux, Arsène Roméo, Marie Bourjala",,46
Osma ofanziva,None,50,"Comedy, Drama",8.0,1979,,"Josip Pejakovic, Djordje Pura, Krunoslav Saric, Branko Licen",,54
Burger,None,12,"Short, Drama",5.4,2013,Magnus Mork,"Zaman Ahmadi, Akram Akbari, Matthew Ashford, Emily Barber",,145
Four Bullets for Joe,None,75,"Drama, Western",4.1,1964,Agustín Navarro,"Paul Piaget, Fernando Casanova, Liz Poitel, Barbara Nelli",,46
Superchamp Returns,None,100,Comedy,7.4,2018,Félix Koch,"André Jung, Désirée Nosbusch, Etienne Halsdorf, Jules Werner",,125
Conni und Co 2 - Das Geheimnis des T-Rex,None,92,"Adventure, Comedy",3.0,2017,"Til Schweiger, 
Torsten Künstler","Emma Schweiger, Heino Ferch, Iris Berben, Ken Duken",,139
"Pearl Jam: Jeremy, Color Version",None,6,"Music, Musical",8.0,1992,Mark Pellington,"Pearl Jam, Jeff Ament, Stone Gossard, Mike McCready",,247
Davy,Approved,83,"Comedy, Drama",5.7,1958,Michael Relph,"Harry Secombe, Ron Randell, George Relph, Susan Shaw",,139
Yokel Boy,Passed,69,"Comedy, Crime, Romance",5.5,1942,Joseph Santley,"Albert Dekker, Joan Davis, Eddie Foy Jr., Alan Mowbray",,38
Battle Anthem,None,131,"Drama, War",6.7,1983,Toshio Masuda,"Toshirô Mifune, Tadashi Yokouchi, Hiroyuki Okita, Junko Mihara",,64
Widow's Walk,None,102,Crime,6.1,1987,Pierre Granier-Deferre,"Philippe Noiret, Guy Marchand, Elizabeth Bourgine, Anne Roussel",,262
Earl Carroll Vanities,Approved,91,"Musical, Romance",5.3,1945,Joseph Santley,"Dennis O'Keefe, Constance Moore, Eve Arden, Otto Kruger",,77
Life's Poison,Not Rated,19,Short,5.2,2011,Malcolm D. Lee,"Alexis Floyd, Stephen Hood, Ann Klonowski, Kai La Shawn",,15
The Temp Agency,None,85,Action,4.9,2014,,"Aynsley Bubbico, Arthur Napiontek, Drew Osborne, Ryan Radis",,45
Sasu Hathakadi Bhauja Bedi,None,163,Drama,5.8,1999,Vijay Bhaskar,"Bijay Mohanty, Siddhanta Mahapatra, Mihir Das, Srilekha",,9
Open Future,None,118,Drama,5.2,1983,"Petter Vennerød, 
Svend Wam","Thomas Robsahm, Are Sjaastad, Espen Moreite, Julie Wiggen",,121
Coming Out Alive,None,77,"Action, Crime, Drama",5.6,1980,Don McBrearty,"Helen Shaver, Scott Hylands, Michael Ironside, Christopher Crabb",,79
Going! Going! Gosh!,Approved,7,"Family, Animation, Short",7.4,1952,Chuck Jones,Paul Julian,,922
Salaam Kashmier,None,132,Drama,2.7,2014,Joshiy,"Jayaram, Suresh Gopi, Miya George, Krishna Kumar",,156
Quarantined,None,74,Drama,6.7,1970,Leo Penn,"Gary Collins, John Dehner, Susan Howard, Gordon Pinsent",,48
Habbet Caramel,None,107,"Comedy, Romance",4.7,2017,Elie F. Habib,"Jessy Abdo, Maguy Bou Ghosn, Christian El Zoghby, Hisham Haddad",,120
Adam's Eve,None,20,"Comedy, Short",5.0,1929,Leslie Pearce,"Johnny Arthur, Frances Lee, Geneva Mitchell, Adrienne Dore",,14
The Dragon and the Tiger Kids,None,85,Action,6.7,1979,Chun-Ku Lu,"Jeong-lee Hwang, Yuen Man Meng, Hoi Mang, Yeong-moon Kwon",,168
Shanti Kranti,None,142,"Action, Musical, Romance",6.5,1991,V. Ravichandran,"Nagarjuna Akkineni, V. Ravichandran, Juhi Chawla, Ramesh Aravind",,123
Armed Hands,None,105,"Crime, Drama, Thriller",5.4,2012,Pierre Jolivet,"Roschdy Zem, Leïla Bekhti, Marc Lavoine, Nicolas Bridet",,605
Ultimate Warfare,None,60,Documentary,7.9,2012,,"Eric Meyers, Steve Fahl, Matthew John Morley, Kim Arontaus",,35
Mr. Suave: Hoy! Hoy! Hoy! Hoy! Hoy! Hoy!,TV-PG,100,"Comedy, Romance",7.2,2003,Joyce Bernal,"Vhong Navarro, Angelica Jones, Long Mejia, Isko Salvador",,59
My Brother Talks to Horses,Approved,92,Comedy,6.1,1947,Fred Zinnemann,"Jackie 'Butch' Jenkins, Peter Lawford, Beverly Tyler, Edward Arnold",,263
Hije që mbeten pas,None,103,"Drama, Romance",8.1,1985,Esat Musliu,"Eva Alikaj, Reshat Arbana, Viktor Bruçeti, Xhevdet Ferri",,42
Casanova's Last Stand,None,90,Drama,7.4,2007,Mark Murphy,"David Acton, Armand Assante, Patrick Bergin, Stefan Booth",,18
La Bohème,None,4,"Documentary, Short, Music",6.0,2009,Werner Herzog,"Peter Auty, Mary Plazas",,231
Lakshmi Raave Maa Intiki,None,152,"Drama, Family, Romance",5.0,2014,Nandyala Ravi,"Avika Gor, Vennela Kishore, Pavitra Lokesh, V.K. Naresh",,98
The Adventures of Annie & Ben,None,7,Animation,7.3,2015,,"Anuradha Javeri, John Biondolillo, Gerard Marzilli",,18
Vajrayudham,Not Rated,141,Action,6.2,1985,K. Raghavendra Rao,"Krishna, Sridevi",,28
Hotel Meina,None,115,"Drama, History",6.2,2007,Carlo Lizzani,"Majlinda Agaj, Eugenio Allegri, Marta Bifano, Veronica Bruni",,122
Wi Na Go,None,17,"Short, Action, Horror",7.6,2013,Dustin Masters,"Lindsay Wagner, Victor Gage, Angel Picard-Ami, Schyler Cox",,8
Wayne,None,97,"Documentary, Biography",7.5,2018,Jeremy Sims,"Donna-Lee Kahlbetzer, Wayne Gardner",,79
Off Season: The Lex Morrison Story,Not Rated,74,Comedy,4.4,2013,Steven K. Tsuchida,"Russell Peters, Eliza Dushku, Lacey Chabert, Rob O'Malley",,35
Miffy the Movie,G,68,"Animation, Musical",5.9,2013,Hans Perk,"Barry Atsma, Hanna Verboom, Marc-Marie Huijbregts, Isa Hoes",,130
Mutilation Mile,None,82,"Crime, Horror, Thriller",4.7,2009,Ron Atkins,"Lawrence Bucher, Susan Bull, Dennis Cadena, Paul Dalleluche",,78
Young and Tempting,TV-MA,96,"Drama, Thriller",6.4,2006,Smokey Hamburg,"Jezebelle Bond, Beverly Lynne, Jack Ketchmark, Mark Weiler",,37
A come Andromeda,None,60,Sci-Fi,7.0,1972,,"Luigi Vannucchi, Tino Carraro, Paola Pitagora, Ida Meda",,237
MTV Nishedh,None,30,Drama,7.8,2020,,"Malhaar Rathod, Rajat Verma, Priya Chauhan, Deependra Kumawat",,11
Lefty Loosey Righty Tighty,None,92,Comedy,8.6,2012,James Yaegashi,"Rebecca Blumhagen, Kevin Carroll, Jennifer Ikeda, Sven Jähnert",,14
The Bravest Escort Group,None,90,"Action, History",5.9,2018,Mengxi Tao,"Yongli Che, Shaohuang Fan, Xing Yu",,15
Rammstein: Engel,None,4,Music,8.0,1997,Norbert Heitker,"Rammstein, Christoph Schneider, Paul Landers, Christian Lorenz",,124
S. O. S. Iceberg,None,90,"Adventure, Drama",6.7,1933,Arnold Fanck,"Gustav Diessl, Leni Riefenstahl, Sepp Rist, Ernst Udet",,240
The Dead of Night,Not Rated,80,Horror,2.0,2004,"Tom Duncan, 
Serge Rodnunsky","Tom Brennan, Brian Crowe, Rich Finley, Karrie MacLaine",,249
Kekko Kamen: Surprise,None,70,"Action, Adventure",5.5,2004,Takafumi Nagamine,"Misaki Mori, Shôichirô Akaboshi, Jirô Dan, Noriko Higashide",,96
Propiedad Privada,None,15,"Short, Drama, Romance",6.8,2019,Nadia Ayala Tabachnik,"María Evoli, Pedro de Tavira, Mauricio Isaac, Maria Kemp",,20
Hadise: Ask Dedigin,None,4,Music,5.4,2019,Senol Korkmaz,Hadise,,5
Red Zone,None,82,"Adventure, Sci-Fi",2.9,2010,Javier Barbera,"Jason Morciglio, Sebastian Perez Morciglio, Javier Barbera, Richard Jacobs",,25
Bomber Boys,None,89,Documentary,7.3,2012,Harvey Lilley,"Colin McGregor, Ewan McGregor, Desmond Pelly, Reg Barker",,78
Come rubare un quintale di diamanti in Russia,None,86,"Adventure, Comedy, Crime",5.0,1967,Guido Malatesta,"Fernando Sancho, Eduardo Fajardo, Ingrid Schoeller, Francesco Mulè",,29
9mm,None,95,Drama,6.4,2008,Taylan Barman,"Morgan Marinne, Serge Riaboukine, Anne Coesens, Filip Peeters",,70
Everybody Flies,None,97,Documentary,8.5,2019,,"Tristan Loraine, Beth Moran",,74
Moya lyubov,None,80,"Comedy, Musical, Romance",6.5,1940,Vladimir Korsh,"Lidiya Smirnova, Vladimir Chobur, Ivan Pereverzev, Feliks Chernousko",,62
My Heart,None,114,Drama,7.3,1999,Bae Chang-ho,"Kim Myung-gon, Yoon Yoo-sun, Kim Jong-goo, Kyeong-a Jeong",,121
Hollywood Rivals,None,50,"Documentary, Biography",7.1,2001,,"Greg O'Neil, Lisa Wilcox, Gerald McRaney, Sara Karloff",,24
What a Carry On!,None,94,Comedy,5.9,1949,John E. Blakeley,"Jimmy Jewel, Ben Warriss, Josef Locke, Shirley Quentin",,20
Ants in Your Pantry,None,7,"Animation, Short",6.1,1945,,Mannie Davis,,28
Rainy Seasons,None,90,Drama,5.0,2010,Majid Barzegar,"Navid Layeghi Moghadam, Marzieh Khoshtarash, Ali Bagheri, Mehran Khodaei",,123
Tomorrow's Children,None,91,None,5.2,1976,Jean Pourtalé,"Niels Arestrup, Brigitte Roüan, Michel Esposito, Gérald Denizot",,46
Ahmad Albab,None,107,"Comedy, Drama",8.4,1968,P. Ramlee,"Tony Azman, Karim Latif, Mimi Loma, Mariani",,67
Rosy-Fingered Dawn: a Film on Terrence Malick,None,90,Documentary,6.0,2002,"Luciano Barcaroli, 
Carlo Hintermann, 
Gerardo Panichi, 
Daniele Villa","Jim Caviezel, Ben Chaplin, Elias Koteas, Sean Penn",,151
Symphogear G,TV-14,25,"Animation, Action, Adventure",7.4,2013,,"Aoi Yûki, Yôko Hikasa, Kikuko Inoue, Nana Mizuki",,77
